CELLNAME,INSTCOUNT,LOWERLEFT_X,LOWERLEFT_Y,WIDTH,HEIGHT,DEVCOUNT,FUBLIST,INSTCOUNT SUMMARY
yg0xon02ln1f3,25,0,-7830,2.668,1.566,34,cbpipes:fpromrs:mcscheds:mldfxd:pciedl8s:pcietl8dmis:ptpcuctls,rls->(25)
yg0xon02ln1f5,28,0,-7830,2.9,1.566,38,gsas:iqcmons:mcscheds:mldfxd:mpcohtrks:pciedl8s:pcietl8dmis:ptpcuctls,rls->(28)
yg0xon02ln1f7,27,0,-7830,3.016,1.566,42,cbpipes:mcscheds:mldfxd:pciedl8s:pcietl8dmis:ptpcuctls:ractlc:roperfs,rls->(27)
yg0xon02ln1g0,284,0,-7830,3.132,1.566,46,cbegrctls:cbfuses:cbpipes:dsbtests:iecrcs:mcdfxs:mcmnts:mcscheds:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:saedfxs,rls->(284)
yg0xon02ln1g3,5,0,-7830,3.48,1.566,52,dcipctls:pciedl8s:pcietl8dmis,rls->(5)
yg0xon02ln1g5,2,0,-7830,4.176,1.566,60,pcietl8dmis:ptpcuctls,rls->(2)
yg0xon02ln1g7,3,0,-7830,4.408,1.566,68,dcipctls:pcietl8dmis:ptpcuctls,rls->(3)
yg0xon02ln1h0,35,0,-7830,4.988,1.566,78,cbfuses:cbpipes:cbpmas:dcipctls:iecrcs:mcdecs:mcmnts:mpvtdtrks:pciedl16s:pciepli4s:pcietl16pegs:pcietl8dmis:ptpcfsms:roctlregc,rls->(35)
yg0xon02nn1a7,309,0,-7830,1.044,1.566,10,dsbofsetm:dsbpfrqd:idqctln:iealumx5c:mldatamuxd:mlsqd:rortbufd:rsuopc,datap->(299) regf->(10)
yg0xon02nn1b0,723,0,-7830,1.044,1.566,10,alrmc:bpstewd:cbadpm:cbblpm:dcphyadrd:dcrotated:fpmgensd:micrctlc:milomxfd:mlsnps:mltagaryd:mosld:mosnoopd:rabygend:raflc:raramc:rolbrm:rscanc:rsfpprfhc:rsldsetupc:rssimdprfhc,datap->(248) regf->(467) rls->(8)
yg0xon02nn1b3,794,0,-7830,1.044,1.566,10,alrmc:cbaddrm:cbingctls:cbregs:dclrud:fpmgensd:fpmrndd:iealumx5c:iemulhd:ieslowuopd:ifdataparityd:micrctlc:milomxfd:mldatamuxd:rabygend:raflc:siaesd,datap->(737) regf->(51) rls->(6)
yg0xon02nn1b5,1456,0,-7830,1.044,1.566,10,aglad:baaddpvd:barsbd:bpbitarym:bpstewd:cbingctls:cbregs:dcregs:dsbdata01d:dsbfilld:dtiobrkc:fpmgensd:idimmd456s:idqued:iftlbd:micrctlc:milomxfd:mleccd:mlsnps:mosld:ractlc:raflc:siaesd,datap->(567) regf->(758) rls->(131)
yg0xon02nn1b7,2437,0,-7830,1.044,1.566,10,alrmc:baaddpvd:barsbd:bpbitarym:bpstewd:cbregs:dsbimmexpd:fpaaddd:fpaalgd:fpmwtreefd:iealumxc:iemulhd:ieslowuopd:iftlbd:micrctlc:mosld:ractlc:raflc:roptrd:rseusetupc:siaesd:sishiftd,datap->(2171) regf->(212) rls->(54)
yg0xon02nn1c0,2107,0,-7830,1.044,1.566,10,alrmc:alroxd:baaddpvd:bpbimodalm:bpstewd:cbaddrm:cbauxm:cbregs:dcibtagd:dcphyadrd:dcregs:dsbdata45d:dsbimmexpd:fparndd:fpmgensd:ieslowuopd:iqlipm:micrctlc:mleccd:mltagaryd:molhistd:mosld:raflc:raphtc:rseusetupc:siaesd,datap->(1626) regf->(421) rls->(60)
yg0xon02nn1c3,1628,0,-7830,1.044,1.566,10,aglad:alrmc:bpbitarym:bpstewd:cbpipes:cbregs:dcipctls:dcregs:dsbfilld:dsbimmexpd:dtctls:dtdataryd:fpaalgd:fpmrndd:fpromrs:idimmd456s:idqimmd:iealumx5c:iealumxc:ieslowuopd:ifvcsbd:micrctlc:mlsqd:molscdecd:msdecn:msram:msuipmuxn:ractlc:raflc:rareclc:roperfs:roptrd:rortbufd:rsuopc,datap->(1327) regf->(280) rls->(21)
yg0xon02nn1c5,3330,0,-7830,1.16,1.566,10,aglad:alrmc:barsbd:bpstewd:cbregs:dsbdata01d:dsbdata45d:dsbfilld:dsbimmexpd:dsbqfast:dsbsortd:dtdataryd:dtiobrkc:fpdpostd:idqimmd:iealumxc:iemulld:ieslowuopd:iqlipm:micrctlc:milomxfd:mleccd:mlsqd:molraryd:molscdecd:mosld:msuipmuxn:ncradecs:pmdpregd:ractlc:raflc:rareclc:rsintprfc:siaesd,datap->(693) regf->(2622) rls->(15)
yg0xon02nn1c7,1573,0,-7830,1.16,1.566,10,aglad:agmead:alrmc:cbingctls:cbismqs:cbregs:dcbdatan:dcibtagd:dcregs:dsbdata01d:dsbimmexpd:dtdataryd:dtiobrkc:fpaaddd:fpaalgd:fpdpostd:fpmwtreefd:fpromrs:iealumx5c:ieslowuopd:micrctlc:mltagaryd:molhistd:mosld:mpcohtrks:ncradecs:pmdpregd:pmsndtagm:ractlc:raflc:roperfs:siaesd:sialud,datap->(1351) regf->(193) rls->(29)
yg0xon02nn1d0,5682,0,-7830,1.276,1.566,12,agdecfltc:aglad:alrmc:alroxd:bpglobalm:bpstewd:cbaddrm:cbadpm:cbakpm:cbegrctls:cbingctls:cbismqs:cbpipes:cbregs:compensatortop:corecompensator:dcbdatan:dcibtagd:dcipctls:dcphyadrd:dcregs:dsbdata01d:dsbdata45d:dsbimmdatad:dsbimmexpd:dsbnatrgd:dsbpfrqd:dtctls:dtdataryd:fpaaddd:fpaalgd:fpactls:fpdqremd:fpmctlfs:fpmctlss:fpmexps:fpmwtreefd:fpmwtreesd:fpromrs:iduop456s:iealumx5c:iemulhd:iemulld:ieslowuopd:iqdecbyalls:iqlipm:lltagbnk:mccompensator:micrctlc:misctlcs:mlctlc:mldfxd:mleccd:mlpics:mlprefs:mosld:mpcbotrks:mpcohtrks:mpgodlatd:msram:ncevnts:ncradecs:pmdpregd:pmhsyns:pmpdearyd:rabygend:ractlc:raflc:raphtc:rareclc:roctlregc:roperfs:roptrd:rscanc:rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc:sawcompensator:siaesd,clk->(2) datap->(2540) gigacell->(25) regf->(2178) rls->(937)
yg0xon02nn1d3,2041,0,-7830,1.392,1.566,12,aglad:agmead:agsrfd:alrmc:baaddpvd:bpnipd:cbakpm:cbeccd:cbingctls:cbpipes:cbregs:dcipctls:dcphyadrd:dcregs:dsbdata01d:dsbdata45d:dsbfilld:dsbimmexpd:dsbnatrgd:dsbofsetm:dsbsortd:dtctls:dtdataryd:dtiobrkc:dttagaryd:fpaaddd:fpaalgd:fpactls:fpdqremd:fpmgenfd:fpmgensd:fpmrndd:fpmwtreesd:fpromrs:id1stvecs:idqimmd:iduop456s:iealumx5c:iealumxc:iecrud:ieslowuopd:iqlipm:lltagbnk:micrctlc:mldfxd:mlsnps:mlsqd:mltagaryd:molraryd:moslnaryd:mpcbobgfus:mpcohtrks:msctrls:msuipmuxn:ncradecs:pmdpregd:rabygend:ractlc:raflc:rareclc:roperfs:roptrd:rscanc:siaesd:sialud:sishiftd,datap->(1573) gigacell->(14) regf->(271) rls->(183)
yg0xon02nn1d5,1422,0,-7830,1.74,1.566,17,aglad:alrmc:alroxd:bpstewd:dcctagd:dcibbankd:dsbdata01d:dsbfilld:dtiobrkc:fpdqremd:fpmgensd:fpmwtreesd:iealumxc:iemulld:lltagbnk:mosld:mosscdecd:msram:pmdpregd:pmpdearyd:rabygend:rareclc:rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc:siaesd:sishufld,datap->(307) gigacell->(25) regf->(1090)
yg0xon02nn1d7,750,0,-7830,1.74,1.566,18,aglad:alrmc:bpbitarym:bpstewd:cbeccd:dcctagd:dcibbankd:dcipctls:dcregs:dsbdata01d:dsbfilld:dsbofsetm:dsbsortd:dtiobrkc:fpaaddd:fpdqremd:fpmgensd:fpmrndd:fpmwtreesd:idqimmd:iealumx5c:iealumxc:ieslowuopd:iqdecbyalls:iqlipm:mldfxd:mlsnps:mlsqd:mltagstlrd:mpcohtrks:msuipmuxn:ncradecs:pmdpregd:rabygend:raflc:rsfpprflc:rsintprfc:rssimdprflc:siaesd:sishufhd:sisttnic,datap->(505) regf->(225) rls->(20)
yg0xon02nn1e0,1084,0,-7830,1.74,1.566,18,aglad:alrmc:alroxd:barsbd:bpnipd:bpstewd:cbadpm:cbakpm:cbblpm:cbeccd:cbegrctls:cbingctls:cbpipes:dcibbankd:dcibtagd:dcipctls:dcregs:dsbdata01d:dsbpfrqd:dsbsortd:dtctls:dtdataryd:dtiobrkc:fpaaddd:fpaalgd:fparndd:fpdqremd:fpmexps:fpmwtreesd:idqimmd:iealumx5c:iealumxc:iecrud:iemulld:ieshiftmxd:iftlbd:iqlipm:mlctlc:mldfxd:mleccd:mlpics:mlprefs:mlsqd:mosld:mpcbotrks:mpcohtrks:msram:msuipmuxn:ncevnts:ncradecs:pmdpregd:pmhsyns:pmsndtagm:raflc:raphtc:rareclc:roctlregc:roptrd:rsldsetupc:siaesd:sishufhd:sishufld,datap->(774) regf->(159) rls->(151)
yg0xon02nn1e3,1626,0,-7830,1.856,1.566,20,aglad:alrmc:barsbd:bpstewd:cbaddrm:cbpipes:cbregs:dcibbankd:dcibtagd:dcipctls:dcl1bankd:dcregs:dsbdata01d:dtctls:dttagaryd:fpaaddd:fpactls:fpdqremd:iealumx5c:iealumxc:iescratchd:ifdataparityd:iqlipm:iqsteerd:mlsnps:mltagaryd:mpcohtrks:ncradecs:pmdpregd:pmrrasidd:pmsndtagm:roptrd:rsfpprfhc:rsfpprflc:rssimdprfhc:rssimdprflc:siaesd,datap->(1074) regf->(530) rls->(22)
yg0xon02nn1e5,259,0,-7830,1.972,1.566,26,alroxd:bpnipd:cbpipes:cbregs:dcbdatan:dcipctls:dcregs:dsbdata01d:dsbsortd:dtctls:fpaaddd:fpmgenfd:fpmgensd:fpmwtreesd:id1stvecs:iescratchd:ifdatalatpard:ifdataparityd:iqsteerd:mldfxd:mleccd:mltagstlrd:mpcohtrks:msram:ncradecs:ractlc:rsfpprfhc:rssimdprfhc:siaesd,datap->(124) regf->(81) rls->(54)
yg0xon02nn1e7,1126,0,-7830,1.972,1.566,26,aglad:alrmc:bpstewd:cbingctls:cbpipes:cbregs:dcbdatan:dcipctls:dcregs:dsbdata01d:dtctls:dtmuxd:fpaalgd:fpactls:fparndd:idimmd456s:iemulld:iqsteerd:mldfxd:mlsnps:mlsqd:mltagaryd:moslnccd:mpcohtrks:ncradecs:rabygend:ractlc:raflc:rareclc:roperfs:rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc:siaesd:sishiftd,datap->(708) regf->(343) rls->(75)
yg0xon02nn1f0,708,0,-7830,2.204,1.566,30,agdecfltc:aglad:bpnipd:bpstewd:cbeccd:cbegrctls:cbpipes:cbregs:dcregs:dcrotated:dsbdata01d:dsbpfrqd:dtctls:fpaaddd:fpdqremd:fpmctlfs:fpmexps:fpmrctls:fpmrndd:fpmwtreesd:iealumx5c:iealumxc:ifdataparityd:iftlbd:iqdecbyalls:iqlipm:lltagbnk:mlctlc:mldfxd:mleccd:mlpics:mlprefs:mlsnps:mlsqd:mltagaryd:mltagstlrd:mosld:mpcbotrks:mpcohtrks:mpgodlatd:ncevnts:ncradecs:pmdpregd:pmhsyns:rabygend:ractlc:rareclc:roctlregc:roperfs:rortbufd:siaesd,datap->(317) gigacell->(7) regf->(34) rls->(350)
yg0xon02nn1f3,138,0,-7830,2.668,1.566,34,agmead:alrmc:bpstewd:dsbdata01d:dtdataryd:fpaaddd:fpdqremd:iealumxc:ieshiftmxd:ifdatalatpard:pmrrasidd:rabygend:rareclc:roipaddd:roperfs,datap->(114) regf->(23) rls->(1)
yg0xon02nn1f5,110,0,-7830,2.9,1.566,38,dsbdata01d:fpdqremd:iealumx5c:pmdpregd:rabygend:rsintprfc:sisttnic,datap->(46) regf->(64)
yg0xon02nn1f7,285,0,-7830,3.016,1.566,42,baaddpvd:cbpipes:dsbdata01d:fpaalgd:iealumx5c:ieshiftmxd:ifdatalatpard:iqlipm:msdecn:pmdpregd:rabygend:rsfpprfhc:rsfpprflc:rssimdprfhc:rssimdprflc,datap->(126) regf->(158) rls->(1)
yg0xon02nn1g0,122,0,-7830,3.132,1.566,46,aglad:bpnipd:bpstewd:cbegrctls:cbpipes:dcregs:dcsetmuxd:dsbdata01d:fpdqremd:fpmctlfs:fpmexps:iealumx5c:ifdatalatpard:mlctlc:mlpics:mlsnps:mpcbotrks:ncevnts:pmhsyns:ractlc:roctlregc,datap->(84) regf->(4) rls->(34)
yg0xon02nn1g3,181,0,-7830,3.48,1.566,52,dsbdata01d:dtdataryd:fpmrndd:iealumx5c:iescratchd:mleccd:rabygend:sisttnic,datap->(170) regf->(11)
yg0xon02nn1g7,14,0,-7830,4.408,1.566,68,bpstewd:ieshiftmxd,datap->(14)
yg0xon02nn1h0,5,0,-7830,4.988,1.566,78,cbegrctls:iescratchd:roctlregc:roperfs,regf->(2) rls->(3)
yg0xon12ln1b0,340,0,-7830,0.928,1.566,8,aglad:agmead:agsrfd:alrmc:alroxd:alrsd:barsbd:bpbimodalm:bpbitarym:bpglobalm:bpitargetm:bpnipd:bpstewd:bptargettagm:bptargettrgm:cbadam:cbaddrm:cbadpm:cbakpm:cbauxm:cbbenm:cbbldm:cbblpm:cbbottomd:cbbvam:cbcltstd:cbeccd:cbivpm:cbringturnd:cbsbfm:cbtopd:dcbdatan:dccstated:dcctagd:dcibbankd:dcibtagd:dciparrayd:dcl1bankd:dcl1muxd:dclrud:dcphyadrd:dcrotated:dcsetmuxd:dsbdata01d:dsbdata23d:dsbdata45d:dsbfilld:dsbimmdatad:dsbimmexpd:dsbnatrgd:dsbofsetm:dsbqfast:dsbqslow:dsbsortd:dsbtagm:dtdataryd:dtiobrkc:dtmuxd:dttagaryd:exehfphrpt5d:exehfphrpt6d:exehfplrpt5d:exehfplrpt6d:exehienrpt5d:exehienrpt6d:exehmi1rptd:exevfplrpt1d:exevie1rptd:exevsicrpt1d:fpaaddd:fpaalgd:fparndd:fpdpostd:fpdqremd:fpmgenfd:fpmgensd:fpmrndd:fpmwtreefd:fpmwtreesd:fpshufhd:fpshufld:idespdatam:idqctln:idqimmd:idqued:iealumx5c:iealumxc:iecrud:iemulhd:iemulld:iescratchd:ieshiftmxd:ieslowuopd:ifiqc:ifldchainc:iftlbd:iqlipm:iqnuked:iqsteerd:mccmuxd:mcrpqd:mcrrdd:mcwdbd:mihimxfd:mihimxsd:milomxfd:milomxid:milomxsd:mipresrfd:miromcfd:mirsmxid:misdbm:mldatamuxd:mldatarym:mlecccorrd:mleccd:mlprefd:mlsnpd:mlsqbd:mlsqd:mlstlruarym:mltagaryd:mltagarym:molhistd:mollaryd:molraryd:molscdecd:moslaryd:mosld:moslnaryd:moslnccd:mosnoopd:mosraryd:mosscdecd:mpbgfall2md:mpbgfm2alld:mpcbocohtrkd:mpcbodbd:mpgdxcd:mpgfxtrkd:mpiorddbd:mpiowrdbd:mpmcarbd:mpringifcd:mpvtdefaztlbd:mpvtdefaztrkd:mpvtigdtlbtrkd:msdecn:msidvrpt13:msidvrpt21:msidvrpt23:mspatchm:msptrrom:msram:msuipmuxn:msuromptrhi01:msuromptrhi23:msuromptrlo01:msuromptrlo23:msuromuniq0:msuromuniq1:msuromuniq2:msuromuniq3:musthrpt7:musthrpt9:mustvrpt15:ncsteerd:pcierf16d:pcierf8dmid:pmdpregd:pmpdearyd:pmrrasidd:pmsnddatam:pmsndlrum:pmsndtagm:ptpram:ptpromprog:rabygend:raflc:rahtc:ralatdpc:raphtc:raramc:rareclc:roalc:robttd:roipaddd:roptrd:rortbufd:rostalld:rowbac:rsbpc:rsbpd:rscanc:rseumtxc:rseusetupc:rsfpprfhc:rsfpprflc:rsimmc:rsintprfc:rsldmtxc:rsldsetupc:rssched:rssimdprfhc:rssimdprflc:rsuopc:sabhub0dh:sabhub0dl:sabhub1dh:sabhub1dl:sabhub2dh:sabhub2dl:scdpd:shufgssed:siaesd:sialud:sishiftd:sishufhd:sishufld:sisttnic,datap->(140) gigacell->(2) regf->(155) repeater->(19) rom->(24)
yg0xon12ln1b3,124,0,-7830,0.928,1.566,8,mpiowrdbd,regf->(124)
yg0xon12ln1c0,138,0,-7830,1.044,1.566,8,dsbqfast,datap->(138)
yg0xon12ln1c5,394,0,-7830,1.044,1.566,8,mpcbodbd:mpiorddbd,regf->(394)
yg0xon12ln1c7,1,0,-7830,1.044,1.566,8,dsbofsetm,regf->(1)
yg0xon12ln1d0,1,0,-7830,1.044,1.566,8,dsbofsetm,regf->(1)
yg0xon12ln1f0,2,0,-7830,1.856,1.566,22,cbbvam,regf->(2)
yg0xon12nn1b5,67,0,-7830,0.928,1.566,8,bpglobalm:iealumx5c,datap->(65) regf->(2)
yg0xon12nn1b7,123,0,-7830,0.928,1.566,8,fpmgensd:fpmrndd:molscdecd:mosld,datap->(123)
yg0xon12nn1c0,6,0,-7830,1.044,1.566,8,dcsetmuxd:fpmgensd,datap->(6)
yg0xon12nn1c3,52,0,-7830,1.044,1.566,8,fpaalgd:ifvcsbd:molscdecd,datap->(52)
yg0xon12nn1c5,9,0,-7830,1.044,1.566,8,bptargettagm:molscdecd,datap->(1) regf->(8)
yg0xon12nn1c7,208,0,-7830,1.044,1.566,8,alroxd:fpmgensd:ifvcsbd:molscdecd:mosld,datap->(208)
yg0xon12nn1d0,83,0,-7830,1.044,1.566,8,alrmc:alroxd:baaddpvd:bpglobalm,datap->(81) regf->(2)
yg0xon12nn1d3,385,0,-7830,1.16,1.566,8,alrmc:dttagaryd,datap->(1) regf->(384)
yg0xon12nn1d5,611,0,-7830,1.508,1.566,14,alrmc:baaddpvd:mollaryd,datap->(355) regf->(256)
yg0xon12nn1e0,201,0,-7830,1.508,1.566,14,alrmc:alroxd:cbivpm:dttagaryd:fpmgensd:fpmrndd:misdbm,datap->(50) regf->(151)
yg0xon12nn1e3,8,0,-7830,1.508,1.566,14,baaddpvd,datap->(8)
yg0xon12nn1e5,5,0,-7830,1.508,1.566,14,fpaalgd:fparndd:molscdecd,datap->(5)
yg0xon12nn1e7,4,0,-7830,1.74,1.566,20,fpaalgd,datap->(4)
yg0xon12nn1f0,286,0,-7830,1.856,1.566,22,baaddpvd:cbivpm:fpmrndd:mltagaryd,datap->(285) regf->(1)
yg0xon12nn1f3,2,0,-7830,1.972,1.566,24,fpaalgd,datap->(2)
yg0xon12nn1f5,40,0,-7830,2.436,1.566,28,baaddpvd,datap->(40)
yg0xon12nn1g0,64,0,-7830,2.668,1.566,36,iealumxc,datap->(64)
yg4cna02ln0a0,15,0,-7830,0.464,1.566,4,ifldchainc:saedfxs,datap->(1) rls->(14)
yg4cna02ln0b0,2028,0,-7830,0.464,1.566,4,barsbd:cbingctls:cbismqs:cbregs:dcregs:dtctls:gioddrclk:gioddrcmdn:gioddrcmds:gioddrcomp:gioddrdata:giopcicom:giopcirpt:gsas:ieslowcts:ifldchainc:mcscheds:micrctlc:mldfxd:mltagstlrd:mpcohtrks:msctrls:ncradecs:pciedl8s:pcietl8dmis:pcieutills:ptpcuctls:ractlc:rotests:saedfxs:sanoas,datap->(289) regf->(2) rls->(1737)
yg4cna02ln0c0,1918,0,-7830,0.464,1.566,4,cbingctls:cbismqs:cbregs:dcregs:dtctls:gioddrclk:gioddrcmdn:gioddrcmds:gioddrcomp:gioddrdata:giopcicom:giopcirpt:gsas:ieslowcts:iqcmons:mcscheds:micrctlc:mldfxd:mltagstlrd:mpcohtrks:msctrls:ncradecs:pciedl8s:pcietl8dmis:pcieutills:ptpcuctls:ractlc:rotests:saedfxs:sanoas,datap->(880) rls->(1038)
yg4cna02ln0d0,8104,0,-7830,0.464,1.566,4,cbegrctls:cbfuses:cbingctls:cbismqs:dcregs:dsbtests:dtctls:gsas:ieslowcts:ieuni0cts:iqcmons:mcdecs:mcdfxs:mcmnts:mcscheds:micrctlc:misctlcs:mldfxd:mlsnps:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdtrks:msctrls:msuipmuxn:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:roctlregc:rotests:saedfxs:sanoas,datap->(30) rls->(8074)
yg4cna02ln0e0,2571,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:compensatortop:corecompensator:dcipctls:dcregs:dsbpfrqd:dsbtests:dtctls:fpactls:fpdqremd:fpmctlfs:fpmctlss:fpmexps:fpmrctls:fpromrs:gsas:id1stvecs:idimmd456s:iduop456s:idxlat0d:idxlat456d:iecrcs:ieplas:ieslowcts:ieuni0cts:ieuni1cts:ieuni5cts:ifiqc:ifsnps:iqcmons:iqdecbyalls:mccompensator:mcdecs:mcdfxs:mcmnts:mcscheds:micrctlc:mifctlcs:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:msctrls:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:saedfxs:sanoas:sawcompensator:sictls:siport0ctls,clk->(2) datap->(39) rls->(2530)
yg4cna02ln0f0,288,0,-7830,0.464,1.566,4,cbegrctls:cbfuses:cbismqs:dcregs:dsbtests:dtctls:gsas:ieslowcts:ieuni5cts:mcdfxs:mcmnts:mldfxd:mpcohtrks:mpiordtrks:mpmcarbs:mpvtdtrks:ncevnts:pcietl16pegs:roctlregc:rotests:saedfxs,rls->(288)
yg4cna02ln0g0,108,0,-7830,0.464,1.566,4,cbegrctls:dcregs:dsbtests:dtctls:gsas:ieuni5cts:mcmnts:mcscheds:mldfxd:mpcohtrks:mpiordtrks:mpmcarbs:mpvtdtrks:ncradecs:pcietl8dmis:ptpcioregs:roctlregc:saedfxs,rls->(108)
yg4cna02ln0h0,153,0,-7830,0.696,1.566,6,gsas:ieslowcts:mcmnts:mcscheds:mldfxd:mpiordtrks:mpmcarbs:mpvtdtrks:ncradecs:roctlregc:saedfxs,rls->(153)
yg4cna02nn0a0,18,0,-7830,0.464,1.566,4,ifldchainc:mltagaryd,datap->(18)
yg4cna02nn0b0,167,0,-7830,0.464,1.566,4,cbregs:dtiobrkc:ifldchainc:micrctlc:ncradecs:rsldsetupc,datap->(12) regf->(32) rls->(123)
yg4cna02nn0c0,197,0,-7830,0.464,1.566,4,cbregs:ifldchainc:micrctlc:mlsnps:msram:msuipmuxn:ncradecs:scdpd,datap->(32) regf->(32) rls->(133)
yg4cna02nn0d0,1075,0,-7830,0.464,1.566,4,alroxd:cbegrctls:cbregs:dcregs:dtiobrkc:ieuni1cts:ifiqc:micrctlc:misctlcs:mlctlc:mlpics:mlsnps:mlsqd:mpcbotrks:msctrls:msram:ncevnts:ncradecs:pmhsyns:pmrrasidd:ractlc:rscanc,datap->(96) regf->(78) rls->(901)
yg4cna02nn0e0,411,0,-7830,0.464,1.566,4,alrmc:alroxd:cbegrctls:cbingctls:cbregs:dcregs:dsbpfrqd:dtctls:dtiobrkc:fpaaddd:idqctln:ieuni1cts:ifiqc:micrctlc:mlctlc:mldfxd:mlpics:mpcbotrks:msctrls:msram:ncevnts:ncradecs:pmhsyns:pmrrasidd:ractlc:scdpd,datap->(157) regf->(32) rls->(222)
yg4cna02nn0f0,296,0,-7830,0.464,1.566,4,agdecfltc:cbegrctls:cbregs:dcregs:dsbpfrqd:dtctls:ifiqc:micrctlc:mlctlc:mldfxd:mlpics:mlsnps:msdecn:ncevnts:ncradecs:pmhsyns:pmrrasidd:ractlc,datap->(57) rls->(239)
yg4cna02nn0g0,117,0,-7830,0.464,1.566,4,cbegrctls:cbregs:dtctls:ifiqc:iqcmons:mlctlc:mldfxd:mlpics:mlsnps:mlsqd:mpcbotrks:msctrls:ncevnts:ncradecs:pmhsyns:ractlc,datap->(5) regf->(9) rls->(103)
yg4cna02nn0h0,194,0,-7830,0.696,1.566,6,agdecfltc:barsbd:cbregs:dsbpfrqd:ifiqc:iqcmons:mlctlc:mldfxd:mlpics:mpcbotrks:msctrls:ncevnts:ncradecs:pmhsyns:ractlc,datap->(11) regf->(6) rls->(177)
yg4cno02ln0a0,16,0,-7830,0.464,1.566,4,ifiqc,datap->(16)
yg4cno02ln0c0,47,0,-7830,0.464,1.566,4,msuipmuxn:ractlc:raflc:rareclc:rostalld,datap->(30) regf->(2) rls->(11) rom->(4)
yg4cno02ln0d0,17,0,-7830,0.464,1.566,4,cbegrctls:ncevnts:ractlc:rareclc:roctlregc,regf->(1) rls->(16)
yg4cno02ln0e0,2,0,-7830,0.464,1.566,4,mpcbotrks:raflc,regf->(1) rls->(1)
yg4cno02nn0a0,34,0,-7830,0.464,1.566,4,ifldchainc:rsldsetupc,datap->(2) regf->(32)
yg4cno02nn0b0,6,0,-7830,0.464,1.566,4,ifldchainc,datap->(6)
yg4cno02nn0c0,4,0,-7830,0.464,1.566,4,idqctln,datap->(4)
yg4cno02nn0d0,57,0,-7830,0.464,1.566,4,ifiqc:mlpics:mlprefs:ncevnts:pmhsyns:sisttnic,datap->(30) rls->(27)
yg4cno02nn0e0,9,0,-7830,0.464,1.566,4,ifiqc:ifldchainc:mpcbotrks:ncevnts:roctlregc,datap->(3) rls->(6)
yg4cno02nn0f0,31,0,-7830,0.464,1.566,4,ifiqc:msuipmuxn,datap->(31)
yg4cno02nn0g0,4,0,-7830,0.696,1.566,6,dsbqfast:mpcbotrks:ractlc,datap->(1) rls->(3)
yg4cno02nn0h0,5,0,-7830,0.696,1.566,6,ifiqc:mpcbotrks:ractlc,datap->(1) rls->(4)
yg4din00ln0a0,9120,0,-7830,0.348,1.566,2,bpbitarym:bpglobalm:bpnipd:bpstewd:cbaddrm:cbakpm:cbbldm:cbblpm:cbsbfm:dcibtagd:dsbofsetm:dsbpfrqd:dsbsortd:dtiobrkc:dtmuxd:exehmi1rptd:exehsih0rptd:exehsihrpt4d:exehsihrpt7d:exehsil0rptd:exehsilrpt4d:exehsilrpt7d:idqctln:ifiqaddrc:ifiqc:ifldchainc:mcrpqd:mldatamuxd:mlprefd:mlsqbd:mlstlruarym:mltagaryd:mltagarym:molscdecd:mpbgfall2md:mpgdxcd:mpvtdefaztlbd:mpvtdefaztrkd:ncsteerd:pcierf16d:pcierf8dmid:pmdpregd:rahtc:raphtc:rsbpc:rsfpprfhc:rsintprfc:rssimdprfhc:saedfxs:shufgssed,datap->(544) gigacell->(1) regf->(6395) repeater->(2165) rls->(15)
yg4din00ln0a3,207,0,-7830,0.348,1.566,2,barsbd:dsbofsetm:exevmirpt1d:ifdatalatpard:ifldchainc,datap->(45) regf->(98) repeater->(64)
