CELLNAME,INSTCOUNT,LOWERLEFT_X,LOWERLEFT_Y,WIDTH,HEIGHT,DEVCOUNT,FUBLIST,INSTCOUNT SUMMARY
yg0gan00nn1c3,15,0,-7830,0.812,1.566,6,dtctls:iftlbd:mosraryd,regf->(3) rls->(12)
yg0gan00nn1c5,107,0,-7830,0.812,1.566,7,barsbd:dcregs:fpdqremd:fpmgensd:fpshufld:iealumx5c:iealumxc:iftlbd:iqlipm:mlprefd:molscdecd:mpcbobgfus:msram:pmhsyns:rabygend:raramc:roptrd,datap->(27) regf->(70) rls->(10)
yg0gan00nn1c7,9,0,-7830,0.812,1.566,7,cbaddrm:dtiobrkc:iealumx5c:iealumxc:iemulhd:robttd,datap->(7) regf->(2)
yg0gan00nn1d0,285,0,-7830,0.812,1.566,8,aglad:agsrfd:barsbd:bpglobalm:bpstewd:bptargettagm:cbaddrm:cbbvam:dcctagd:dcibbankd:dcipctls:dclrud:dcphyadrd:dcregs:dcrotated:dsbdata45d:dsbimmexpd:dsbpfrqd:dtctls:fpmgensd:fpshufhd:fpshufld:idqued:iealumx5c:iealumxc:iecrud:iemulhd:iemulld:ieshiftmxd:ieslowuopd:ifdatabankhd:ifdatabankld:ifiqaddrc:ifldchainc:iftlbd:mihimxsd:mlprefd:mlsqd:mpcbobgfus:mpcbocohtrkd:mspatchm:msram:pmdpregd:pmhsyns:pmpdearyd:raphtc:raramc:rortbufd:rsbpc:rsimmc:rsuopc:sabhub0dl:shufgssed:sishiftd,datap->(147) regf->(111) rls->(27)
yg0gan00nn1d3,46,0,-7830,0.812,1.566,8,agsrfd:barsbd:cbaddrm:cbbvam:dcctagd:dclrud:dtctls:ieshiftmxd:iqnuked:rowbac,datap->(3) regf->(36) rls->(7)
yg0gan00nn1d5,157,0,-7830,0.812,1.566,8,agsrfd:bpbitarym:bptargettagm:cbaddrm:cbbottomd:dcibtagd:dcipctls:dclrud:dcphyadrd:dcregs:dsbdata45d:dsbimmdatad:dsbimmexpd:dsbqfast:dsbtagm:dtctls:dtiobrkc:fpaalgd:iealumx5c:iealumxc:iecrud:iescratchd:ieshiftmxd:ieslowuopd:iftlbd:ifvcsbd:mollaryd:mpcbobgfus:pmhsyns:pmrrasidd:roptrd:rortbufd:rsuopc:sishufhd,datap->(41) regf->(47) rls->(69)
yg0gan00nn1d7,97,0,-7830,0.928,1.566,9,cbaddrm:dcsetmuxd:dtctls:fpmgensd:iealumxc:iftlbd:milomxsd:pmrrasidd:rortbufd:rowbac,datap->(51) regf->(28) rls->(18)
yg0gan00nn1e0,436,0,-7830,0.928,1.566,8,aglad:agmead:agsrfd:alrmc:barsbd:bpstewd:bptargettagm:cbaddrm:cbblpm:cbtopd:dcbdatan:dcibtagd:dcipctls:dcphyadrd:dcregs:dcsetmuxd:dsbpfrqd:dtctls:dtiobrkc:dttagaryd:fpaalgd:fpmgensd:fpshufhd:fpshufld:idqued:iealumxc:iecrud:iescratchd:ieslowuopd:iftlbd:ifvcsbd:misdbm:mlprefd:mlsqd:mpcbobgfus:pmdpregd:pmhsyns:pmrrasidd:raramc:roalc:roptrd:rortbufd:rowbac:rsfpprfhc:rsfpprflc:rsldsetupc:rsuopc:scdpd:shufgssed:sialud:sishiftd,datap->(164) regf->(124) rls->(148)
yg0gan00nn1e3,100,0,-7830,0.928,1.566,9,barsbd:bptargettagm:dcibtagd:dtctls:dttagaryd:iealumxc:iftlbd:ifvcsbd:milomxfd:mipresrfd:moslnaryd:rowbac,datap->(35) regf->(36) rls->(29)
yg0gan00nn1e5,314,0,-7830,1.16,1.566,12,barsbd:bpstewd:bptargettagm:dcibbankd:dcibtagd:dcipctls:dcregs:dcsetmuxd:dsbimmdatad:dtctls:fpaalgd:fpdpostd:fpmgensd:ieslowuopd:ifiqaddrc:ifvcsbd:milomxid:mlidirepd:mlsqd:molraryd:molscdecd:mosraryd:mpcbobgfus:pmdpregd:pmhsyns:pmrrasidd:rabygend:roptrd:rortbufd:rowbac:rsintprfc:rssimdprfhc:sishiftd,datap->(128) regf->(35) rls->(151)
yg0gan00nn1e7,44,0,-7830,1.16,1.566,11,barsbd:dsbimmexpd:dtctls:fpmgensd:fpshufhd:ieshiftmxd:iftlbd:iqnuked:milomxsd,datap->(29) regf->(6) rls->(9)
yg0gan00nn1f0,801,0,-7830,1.16,1.566,13,agsrfd:alrmc:baaddpvd:barsbd:bpstewd:bptargettagm:cbaddrm:dcbdatan:dcibbankd:dcibtagd:dcipctls:dcphyadrd:dcregs:dcsetmuxd:dsbimmdatad:dsbimmexpd:dsbqfast:dtctls:dtiobrkc:fpdpostd:fpshufhd:fpshufld:iealumxc:iecrud:ieshiftmxd:ifiqaddrc:iftlbd:ifvcsbd:mihimxsd:mlsqd:mosld:mpcbobgfus:mspatchm:pmdpregd:pmhsyns:pmpdearyd:pmrrasidd:raramc:roalc:robttd:roipaddd:rortbufd:rssched:shufgssed:sishiftd,datap->(493) regf->(212) rls->(96)
yg0gan00nn1f3,35,0,-7830,1.16,1.566,12,barsbd:cbblpm:dccstated:dcibtagd:dtctls:iealumxc:pmdpregd,datap->(22) regf->(12) rls->(1)
yg0gan00nn1f5,307,0,-7830,1.276,1.566,14,aglad:barsbd:bpbitarym:bpglobalm:bpstewd:dcibbankd:dcregs:dcsetmuxd:dsbimmexpd:dsbqfast:dtctls:dtiobrkc:fpaaddd:fpmgensd:ifvcsbd:mihimxsd:mipresrfd:mlsqd:mosraryd:msdecn:pmdpregd:pmhsyns:pmpdearyd:pmrrasidd:rahtc:raramc:rowbac:sialud:sishiftd,datap->(125) regf->(166) rls->(16)
yg0gan00nn1f7,26,0,-7830,1.392,1.566,19,ifvcsbd:milomxsd:pmdpregd:rortbufd:sialud,datap->(26)
yg0gan00nn1g0,418,0,-7830,1.508,1.566,21,aglad:barsbd:bpglobalm:bpstewd:dcphyadrd:dcsetmuxd:dsbimmdatad:dsbpfrqd:dsbqfast:dtiobrkc:fpaaddd:fpdpostd:idqued:ieslowuopd:ifiqc:iftlbd:mihimxsd:mldatamuxd:mleccd:mlprefd:mlsqd:molraryd:mosld:mosraryd:mspatchm:pmdpregd:pmpdearyd:pmrrasidd:rahtc:rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc:rsuopc:shufgssed:sialud:sishiftd:sishufld,datap->(304) regf->(114)
yg0gan00nn1g3,50,0,-7830,1.624,1.566,23,barsbd:dcphyadrd:mihimxfd:mihimxsd:misdbm:mosld:msram,datap->(28) regf->(22)
yg0gan00nn1g5,383,0,-7830,1.856,1.566,24,bpbitarym:bpglobalm:bpstewd:dcibbankd:dcibtagd:fpaaddd:fpmgensd:idqued:iftlbd:mihimxsd:mlsqd:molraryd:molscdecd:msdecn:msuipmuxn:pmdpregd:shufgssed:sishiftd:sishufhd:sishufld,datap->(305) regf->(78)
yg0gan00nn1g7,3,0,-7830,2.204,1.566,28,mlsqd:rahtc,regf->(3)
yg0gan00nn1h0,58,0,-7830,2.436,1.566,33,agsrfd:bpglobalm:bpstewd:dtiobrkc:fpaaddd:ifiqc:iftlbd:milomxid:mleccd:mlprefd:mlsqd:molhistd:mosld:msuipmuxn:pmdpregd:rareclc:sishiftd,datap->(46) regf->(12)
yg0gan00nn1h5,70,0,-7830,2.9,1.566,41,bpbitarym:bptargettagm:fpmgensd:iftlbd:pmdpregd:rssched,datap->(62) regf->(8)
yg0gan00nn1h7,1,0,-7830,3.364,1.566,48,mosraryd,regf->(1)
yg0gan00nn1i0,6,0,-7830,3.596,1.566,52,ifiqaddrc,datap->(6)
yg0gan00nn1i5,6,0,-7830,4.408,1.566,67,aglad,datap->(6)
yg0gan05ln1b0,1227,0,-7830,1.74,1.566,12,agdecfltc:agp1ctls:barsbd:cbaddrm:cbakpm:cbeccd:cbegrctls:cbfuses:cbingctls:cbregs:cbsbfm:dsbsortd:dsbtagm:dtctls:dtdataryd:dttagaryd:fpactls:fpdqremd:fpmctlss:fpmgenfd:fpmwtreesd:gsas:iealumx5c:iemulhd:iemulld:ieplas:ifldchainc:iqlipm:iqnuked:iqsteerd:mcdecs:mcmnts:mcrpqd:mcscheds:mcwdbd:mlctlc:mldfxd:mlsqd:mltagaryd:mltagarym:mollaryd:mpbgfm2alld:mpcbotrks:mpcohtrks:mpgdxcd:mpgfxtrkd:mpiorddbd:mpiordtrks:mpiotrks:mpiowrdbd:mpmcarbs:mpringifcd:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:msctrls:musthrpt9:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcierf16d:pcierf8dmid:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmpdearyd:pmrrasidd:pmsndtagm:ptpcioregs:ptpcuctls:ractlc:rahtc:roperfs:rsfpprfhc:rsfpprflc:rsintprfc:rsldsetupc:rssimdprfhc:rssimdprflc:sabhub0dh:sabhub0dl:sabhub1dh:sabhub1dl:sabhub2dh:saedfxs,datap->(85) gigacell->(1) regf->(177) repeater->(1) rls->(963)
yg0gan05ln1b3,14,0,-7830,1.74,1.566,12,bpbimodalm:mollaryd:moslaryd,regf->(14)
yg0gan05ln1b5,448,0,-7830,1.74,1.566,12,agdecfltc:agp1ctls:bpbitarym:cbeccd:cbegrctls:cbfuses:cbingctls:cbismqs:cbivpm:cbregs:dsbsortd:dsbtagm:dsbtests:fpactls:fpmctlfs:fpmctlss:fpmgenfd:fpmrctls:fpromrs:gsas:iealumx5c:iecrcs:ieslowcts:ieuni0cts:ieuni1cts:ifldchainc:iqsteerd:mcdecs:mcdfxs:mcmnts:mcscheds:mcwdbd:mifctlcs:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mltagstlrd:mollaryd:mpbgfall2md:mpcbotrks:mpcohtrks:mpgfxtrkd:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:msctrls:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmrrasidd:pmsndtagm:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roperfs:saedfxs:sanoas:sictls:siport0ctls,datap->(25) regf->(23) rls->(400)
yg0gan05ln1b7,11,0,-7830,1.856,1.566,12,cbauxm:dsbtagm:moslnccd,datap->(2) regf->(9)
yg0gan05ln1c0,458,0,-7830,1.856,1.566,12,agdecfltc:barsbd:bpbimodalm:cbakpm:cbbldm:cbblpm:cbfuses:cbpipes:cbregs:cbsbfm:dcrotated:dsbfilld:dsbtagm:dsbtests:dtmuxd:exehienrpt3d:exehienrpt4d:exevmirpt1d:fpactls:fpmctlfs:fpmctlss:fpmrctls:fpmrndd:gsas:iealumx5c:iealumxc:iemulld:ifldchainc:iqlipm:iqnuked:mcdecs:mcdfxs:mcmnts:mcscheds:miictls:misctlcs:mlctlc:mldatamuxd:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:moslnccd:mpbgfall2md:mpcbocohtrkd:mpcbotrks:mpcohtrks:mpgdxcd:mpgfxtrkd:mpiorddbd:mpiordtrks:mpiotrks:mpiowrdbd:mpmcarbd:mpmcarbs:mpringifcd:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:ncsteerd:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcierf16d:pcierf8dmid:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmpdearyd:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:sabhub0dh:sabhub1dl:saedfxs:sanoas:sictls:sishufhd:sishufld:sisttnic,datap->(61) regf->(77) repeater->(15) rls->(305)
yg0gan05ln1c3,6,0,-7830,1.856,1.566,12,moslnccd:sabhub0dl:sabhub2dl,datap->(2) regf->(4)
yg0gan05ln1c5,717,0,-7830,1.856,1.566,12,agdecfltc:agp1ctls:cbauxm:cbegrctls:cbfuses:cbingctls:cbpipes:cbpmas:cbregs:dcrotated:dsbofsetm:dsbpfrqd:dsbtests:dttagaryd:fpdqremd:gsas:iemulld:ieslowcts:ifldchainc:iqcmons:iqnuked:mcdecs:mcdfxs:mcmnts:mcrpqd:mcscheds:micrctlc:mifctlcs:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagstlrd:moslnccd:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:msctrls:musthrpt9:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcierf16d:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:roctlregc:sabhub0dl:sabhub2dl:saedfxs:sanoas,datap->(18) regf->(69) repeater->(1) rls->(629)
yg0gan05ln1c7,12,0,-7830,1.856,1.566,12,exehmi1rptd:lltagifc,datap->(1) repeater->(11)
yg0gan05ln1d0,1197,0,-7830,1.856,1.566,15,agdecfltc:cbadam:cbadpm:cbakpm:cbbenm:cbbldm:cbblpm:cbegrctls:cbfuses:cbismqs:cbpipes:cbpmas:cbregs:dsbfilld:dsbnatrgd:dsbpfrqd:dsbsortd:dsbtagm:dsbtests:dtctls:exehsihrpt4d:exehsihrpt7d:exehsilrpt4d:exehsilrpt7d:fpactls:fpmctlfs:fpmctlss:fpmgenfd:fpmrctls:gsas:idqued:ieslowcts:ifldchainc:ifsnps:mcdecs:mcdfxs:mcmnts:mcrpqd:mcscheds:micrctlc:mifctlcs:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mlsqbd:mlsqd:mltagarym:mltagstlrd:moslnccd:mpcbocohtrkd:mpcbotrks:mpcohtrks:mpgdxcd:mpgfxtrkd:mpiordtrks:mpiotrks:mpiowrdbd:mpmcarbd:mpmcarbs:mpringifcd:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:mpvtigdtlbtrkd:msctrls:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rsldsetupc:sabhub0dh:sabhub0dl:sabhub1dh:sabhub1dl:sabhub2dh:sabhub2dl:saedfxs:sanoas:scdpd:sictls,datap->(37) gigacell->(1) regf->(143) repeater->(4) rls->(1012)
yg0gan05ln1d3,8,0,-7830,1.856,1.566,15,cbbenm:cbbldm:cbblpm:dtdataryd:mltagaryd:moslnccd,datap->(3) regf->(5)
yg0gan05ln1d5,931,0,-7830,1.856,1.566,15,agdecfltc:agp1ctls:cbbldm:cbegrctls:cbfuses:cbingctls:cbpipes:cbregs:dsbtests:fpmctlss:fpmrctls:gsas:iealumx5c:iemulld:ifldchainc:iqsteerd:mcdecs:mcdfxs:mcmnts:mcrpqd:mcscheds:micrctlc:mifctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mlstlruarym:mpbgfall2md:mpcbotrks:mpcohtrks:mpgdxcd:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:msuipmuxn:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmpdearyd:pmsndtagm:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:sabhub0dl:sabhub2dl:saedfxs:sanoas:sictls,datap->(42) regf->(14) rls->(875)
yg0gan05ln1d7,6,0,-7830,1.856,1.566,15,ifldchainc:mpvtigdtlbtrkd:sabhub0dl,datap->(1) regf->(5)
yg0gan05ln1e0,633,0,-7830,1.972,1.566,17,agmead:bpbitarym:cbaddrm:cbadpm:cbbenm:cbbldm:cbbottomd:cbeccd:cbegrctls:cbfuses:cbpipes:cbpmas:cbregs:cbtopd:dsbfilld:dsbtests:dtmuxd:fpactls:fpmctlfs:fpmctlss:fpmexps:gsas:iqlipm:mcdecs:mcdfxs:mcmnts:mcrpqd:mcrrdd:mcscheds:mcwdbd:mlctlc:mldatamuxd:mldfxd:mlidirepd:mlpics:mlsnpd:mlsnps:mlsqbd:mlsqd:mlstlruarym:mltagaryd:mltagstlrd:mpcbocohtrkd:mpcbotrks:mpgfxtrkd:mpiordtrks:mpiotrks:mpiowrdbd:mpmcarbs:mpringifcd:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:mpvtigdtlbtrkd:ncevnts:ncradecs:ncsteerd:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:roctlregc:rsldsetupc:sabhub0dh:saedfxs:sanoas:sictls,datap->(104) regf->(51) rls->(478)
yg0gan05ln1e3,18,0,-7830,2.088,1.566,18,cbbenm:cbcltstd:dcl1bankd:mcrpqd:moslnccd:mpgdxcd:mpvtigdtlbtrkd,datap->(6) regf->(12)
yg0gan05ln1e5,1866,0,-7830,2.088,1.566,18,agdecfltc:agp1ctls:bpglobalm:cbaddrm:cbbldm:cbbottomd:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dsbofsetm:dsbpfrqd:dsbsortd:dsbtests:dtmuxd:fpactls:fpdqremd:fpmctlfs:fpmctlss:fpmexps:fpmrctls:gsas:ieslowcts:ieuni0cts:ieuni5cts:iqcmons:iqnuked:mcdecs:mcdfxs:mcmnts:mcscheds:mcwdbd:micrctlc:mifctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagstlrd:mpcbotrks:mpcohtrks:mpgdxcd:mpgfxtrkd:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:msctrls:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:sabhub0dl:saedfxs:sanoas:sictls:siport0ctls,datap->(11) regf->(17) rls->(1838)
yg0gan05ln1e7,28,0,-7830,2.204,1.566,20,cbadam:cbadpm:cbbldm:cbcltstd:exehmi1rptd:mlidirepd:mpmcarbd,datap->(9) regf->(4) repeater->(15)
yg0gan05ln1f0,2389,0,-7830,2.32,1.566,22,agdecfltc:bpnipd:cbaddrm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:cbringturnd:dcibtagd:dsbfilld:dsbpfrqd:dsbtests:fpactls:fpmrctls:gsas:iemulld:ieuni1cts:ieuni5cts:ifsnps:iqcmons:mccmuxd:mcdecs:mcdfxs:mcmnts:mcrrdd:mcscheds:mcwdbd:mlctlc:mldatamuxd:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbocohtrkd:mpcbotrks:mpcohtrks:mpgdxcd:mpgfxtrkd:mpiordtrks:mpiotrks:mpiowrdbd:mpmcarbs:mpringifcd:mpvtdefaztlbd:mpvtdefaztlbs:mpvtdefaztrkd:mpvtdtrks:mpvtigdtlbtrkd:msctrls:ncevnts:ncradecs:ncsteerd:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:sabhub0dl:saedfxs:sanoas:sictls,datap->(71) regf->(42) rls->(2276)
yg0gan05ln1f3,2,0,-7830,2.32,1.566,22,bpbimodalm:idespdatam,regf->(2)
yg0gan05ln1f5,442,0,-7830,2.436,1.566,24,agdecfltc:cbbenm:cbblpm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbregs:dsbpfrqd:dsbsortd:dttagaryd:fpactls:fpmctlfs:fpmctlss:gsas:ifsnps:iqcmons:mcdecs:mcdfxs:mcmnts:mcrpqd:mcscheds:mcwdbd:mldfxd:mlpics:mlsnps:mpbgfall2md:mpcohtrks:mpgfxtrkd:mpiordtrks:mpiotrks:mpiowrdbd:mpmcarbs:mpvtdefaztrkd:mpvtdtrks:mpvtigdtlbtrkd:msctrls:msram:msuipmuxn:ncevnts:ncradecs:pciedl16s:pciedl8s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmdpregd:ptpcfsms:ptpcioregs:ptpcuctls:roctlregc:saedfxs:sanoas:scdpd,datap->(32) regf->(29) rls->(381)
yg0gan05ln1f7,9,0,-7830,2.552,1.566,27,dttagaryd:mlidirepd:mltagaryd:mpiorddbd:mpvtdefaztrkd,datap->(2) regf->(7)
yg0gan05ln1g0,846,0,-7830,2.668,1.566,28,bpbitarym:cbadpm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcsetmuxd:dsbpfrqd:dsbtests:dttagaryd:fpactls:fpdqremd:gsas:ifsnps:iqcmons:mcdecs:mcdfxs:mcmnts:mcrpqd:mcscheds:micrctlc:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlstlruarym:mltagaryd:mpbgfall2md:mpbgfm2alld:mpcbodbd:mpcohtrks:mpgdxcd:mpgfxtrkd:mpgodlatd:mpiorddbd:mpiordtrks:mpiotrks:mpmcarbs:mpringifcd:mpvtdefaztrkd:mpvtdtrks:msctrls:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:rareclc:roctlregc:rsfpprfhc:rsintprfc:rssimdprfhc:saedfxs:sanoas:sictls,datap->(32) regf->(27) rls->(787)
yg0gan05ln1g3,14,0,-7830,3.132,1.566,36,dsbtagm:dttagaryd:fpdqremd:mpcbodbd,datap->(1) regf->(13)
yg0gan05ln1g5,258,0,-7830,3.248,1.566,38,baaddpvd:bpbitarym:cbbenm:cbegrctls:cbingctls:cbismqs:cbpipes:cbregs:dsbofsetm:dsbpfrqd:dsbsortd:dsbtagm:fpdqremd:gsas:ifsnps:iqcmons:lltagifc:mcdecs:mcdfxs:mcmnts:mcscheds:misctlcs:mldfxd:mlpics:mlsqbd:mltagaryd:mpbgfall2md:mpbgfm2alld:mpgfxtrkd:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbd:mpvtdefaztrkd:mpvtdtrks:msctrls:ncradecs:pciedl16s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:roctlregc:saedfxs,datap->(13) regf->(22) rls->(223)
yg0gan05ln1g7,12,0,-7830,3.48,1.566,42,bpbitarym:mpcbodbd:mpvtigdtlbtrkd,regf->(12)
yg0gan05ln1h0,206,0,-7830,3.596,1.566,45,bpbitarym:cbblpm:cbingctls:cbismqs:cbpipes:exehfphrpt5d:exehfphrpt6d:exehfplrpt5d:exehfplrpt6d:exevfplrpt1d:exevsicrpt1d:fpactls:fpdqremd:iqcmons:mcdecs:mcmnts:mcscheds:mldfxd:mlstlruarym:mltagaryd:mltagstlrd:mpgodlatd:mpiordtrks:mpiotrks:mpmcarbs:mpringifcd:mpvtdtrks:mpvtigdtlbtrkd:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8pegs:pcieutills:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:saedfxs:sanoas,datap->(16) regf->(4) repeater->(26) rls->(160)
yg0gan05ln1h3,9,0,-7830,4.176,1.566,51,bpbitarym:dttagaryd:msuipmuxn,datap->(4) regf->(5)
yg0gan05ln1h5,43,0,-7830,4.756,1.566,57,dsbpfrqd:iqcmons:mcdecs:mcscheds:misctlcs:mlpics:mlsqd:mltagaryd:mpiotrks:mpmcarbs:mpringifcd:mpvtdtrks:ncevnts:pciepli4s:pcietl16pegs:ptpcfsms:ptpcioregs:rsldsetupc:sictls,datap->(7) regf->(4) rls->(32)
yg0gan05ln1h7,2,0,-7830,5.104,1.566,67,mcrpqd,datap->(2)
yg0gan05ln1i0,15,0,-7830,5.916,1.566,81,dsbpfrqd:iqcmons:mpmcarbs:mpringifcd:ncevnts:pcietl16pegs:ptpcfsms:ptpcioregs,datap->(5) rls->(10)
yg0gan05ln1i5,2,0,-7830,6.728,1.566,95,ncradecs:ptpcioregs,rls->(2)
yg0gan05ln1j0,1,0,-7830,8.12,1.566,119,ifiqc,datap->(1)
yg0gan05ln1j5,23,0,-7830,10.092,1.566,150,fpmctlfs:mcdfxs:miictls:misctlcs:mlpics:ptpcfsms:sanoas,rls->(23)
yg0gan05nn1b0,260,0,-7830,1.74,1.566,12,aglad:agsrfd:barsbd:bpglobalm:cbeccd:dcbdatan:dcctagd:dcibbankd:dcl1muxd:dclrud:dcphyadrd:dcregs:dcrotated:dsbtagm:dtctls:dtdataryd:fpaalgd:fpmgenfd:fpmgensd:fpmwtreefd:fpmwtreesd:iecrud:iemulld:mlsqd:mollaryd:molraryd:molscdecd:moslaryd:moslnaryd:mosraryd:mpcbobgfus:mustvrpt15:pmdpregd:pmhsyns:pmpdearyd:pmrrasidd:raramc:roalc:robttd:rsimmc:rsuopc:siaesd,datap->(58) regf->(124) repeater->(4) rls->(74)
yg0gan05nn1b3,3,0,-7830,1.74,1.566,12,dtdataryd,regf->(3)
yg0gan05nn1b5,73,0,-7830,1.74,1.566,12,aglad:agsrfd:bpglobalm:bptargettagm:dcipctls:dcrotated:dtctls:fpaalgd:fpmgensd:iescratchd:moslnaryd:mpcbobgfus:pmhsyns:rsbpc:sialud,datap->(17) regf->(21) rls->(35)
yg0gan05nn1b7,11,0,-7830,1.856,1.566,12,dcibbankd:dclrud:dcrotated:dtctls:pmrrasidd:roipaddd:rortbufd,datap->(5) regf->(2) rls->(4)
yg0gan05nn1c0,146,0,-7830,1.856,1.566,12,aglad:agsrfd:bpnipd:dcbdatan:dcphyadrd:dcregs:fpaalgd:fparndd:fpmgensd:fpmrndd:iescratchd:ieslowuopd:ifldchainc:milomxsd:mipresrfd:misdbm:mlcwaymux2:moslaryd:mpcbobgfus:pmhsyns:pmsndlrum:rsimmc:rsuopc:shufgssed,datap->(86) regf->(51) repeater->(1) rls->(8)
yg0gan05nn1c3,14,0,-7830,1.856,1.566,12,cbeccd:dtctls:iealumxc:rseumtxc:sialud,datap->(8) regf->(2) rls->(4)
yg0gan05nn1c5,127,0,-7830,1.856,1.566,12,agsrfd:barsbd:bptargettagm:dcbdatan:dcipctls:dclrud:dcregs:dcrotated:dtctls:dtdataryd:iescratchd:ieshiftmxd:ifdataparityd:ifiqaddrc:milomxid:mlcwaymux2:molraryd:mosraryd:mpcbobgfus:pmhsyns:pmpdearyd:pmrrasidd:sishiftd,datap->(28) regf->(53) repeater->(8) rls->(38)
yg0gan05nn1d0,287,0,-7830,1.856,1.566,15,agsrfd:barsbd:bptargettagm:cbaddrm:dcbdatan:dciparrayd:dcipctls:dcphyadrd:dcregs:dcrotated:dsbqfast:dtctls:dtdataryd:dtmuxd:fpaalgd:fpdpostd:fpmgensd:fpmwtreesd:idqued:iecrud:molhistd:moslaryd:moslnaryd:mpcbobgfus:pmdpregd:pmhsyns:pmpdearyd:pmsndlrum:pmsndtagm:raramc:roalc:roipaddd:roptrd:rsimmc:rsuopc:sialud,datap->(26) regf->(116) rls->(145)
