YG CELL NAME,YG NOMINAL CELL NAME,YG WIDTH,YG HEIGHT,YG DEVCOUNT
yg0mxn82lnhf0,yg0mxn82nnhf0,1.972,1.566,12
yg0mxn82lnhg0,yg0mxn82nnhg0,2.204,1.566,16
yg0mxn82lnhh0,yg0mxn82nnhh0,3.248,1.566,30
yg0mxn82nnhc0,yg0mxn82nnhc0,1.392,1.566,6
yg0mxn82nnhd0,yg0mxn82nnhd0,1.508,1.566,8
yg0mxn82nnhe0,yg0mxn82nnhe0,1.624,1.566,8
yg0mxn82nnhf0,yg0mxn82nnhf0,1.972,1.566,12
yg0mxn82nnhg0,yg0mxn82nnhg0,2.204,1.566,16
yg0mxn82nnhh0,yg0mxn82nnhh0,3.248,1.566,30
yg0nan02ld1i0,yg0nan02nn1i0,1.856,3.132,48
yg0nan02ld1i3,yg0nan02nn1i3,2.088,3.132,56
yg0nan02ld1i5,yg0nan02nn1i5,2.552,3.132,72
yg0nan02ln1a5,yg0nan02nn1a5,0.464,1.566,4
yg0nan02ln1a7,yg0nan02nn1a7,0.464,1.566,4
yg0nan02ln1b0,yg0nan02nn1b0,0.464,1.566,4
yg0nan02ln1b3,yg0nan02nn1b3,0.464,1.566,4
yg0nan02ln1b5,yg0nan02nn1b5,0.464,1.566,4
yg0nan02ln1b7,yg0nan02nn1b7,0.464,1.566,4
yg0nan02ln1c0,yg0nan02nn1c0,0.464,1.566,4
yg0nan02ln1c3,yg0nan02nn1c3,0.464,1.566,4
yg0nan02ln1c5,yg0nan02nn1c5,0.464,1.566,4
yg0nan02ln1c7,yg0nan02nn1c7,0.464,1.566,4
yg0nan02ln1d0,yg0nan02nn1d0,0.464,1.566,4
yg0nan02ln1d3,yg0nan02nn1d3,0.464,1.566,4
yg0nan02ln1d5,yg0nan02nn1d5,0.696,1.566,8
yg0nan02ln1d7,yg0nan02nn1d7,0.696,1.566,8
yg0nan02ln1e0,yg0nan02nn1e0,0.696,1.566,8
yg0nan02ln1e3,yg0nan02nn1e3,0.696,1.566,8
yg0nan02ln1e5,yg0nan02nn1e5,0.696,1.566,8
yg0nan02ln1e7,yg0nan02nn1e7,0.928,1.566,12
yg0nan02ln1f0,yg0nan02nn1f0,0.928,1.566,12
yg0nan02ln1f3,yg0nan02nn1f3,0.928,1.566,12
yg0nan02ln1f5,yg0nan02nn1f5,1.16,1.566,16
yg0nan02ln1f7,yg0nan02nn1f7,1.16,1.566,16
yg0nan02ln1g0,yg0nan02nn1g0,1.392,1.566,20
yg0nan02ln1g3,yg0nan02nn1g3,1.392,1.566,20
yg0nan02ln1g5,yg0nan02nn1g5,1.624,1.566,24
yg0nan02ln1g7,yg0nan02nn1g7,1.624,1.566,24
yg0nan02ln1h0,yg0nan02nn1h0,2.088,1.566,32
yg0nan02ln1h3,yg0nan02nn1h3,2.088,1.566,32
yg0nan02ln1h5,yg0nan02nn1h5,2.32,1.566,36
yg0nan02ln1h7,yg0nan02nn1h7,2.552,1.566,40
yg0nan02ln1i0,yg0nan02nn1i0,3.016,1.566,48
yg0nan02ln1i3,yg0nan02nn1i3,3.48,1.566,56
yg0nan02ln1i5,yg0nan02nn1i5,4.408,1.566,72
yg0nan02nd1i0,yg0nan02nn1i0,1.856,3.132,48
yg0nan02nd1i3,yg0nan02nn1i3,2.088,3.132,56
yg0nan02nd1i5,yg0nan02nn1i5,2.552,3.132,72
yg0nan02nn1a5,yg0nan02nn1a5,0.464,1.566,4
yg0nan02nn1a7,yg0nan02nn1a7,0.464,1.566,4
yg0nan02nn1b0,yg0nan02nn1b0,0.464,1.566,4
yg0nan02nn1b3,yg0nan02nn1b3,0.464,1.566,4
yg0nan02nn1b5,yg0nan02nn1b5,0.464,1.566,4
yg0nan02nn1b7,yg0nan02nn1b7,0.464,1.566,4
yg0nan02nn1c0,yg0nan02nn1c0,0.464,1.566,4
yg0nan02nn1c3,yg0nan02nn1c3,0.464,1.566,4
yg0nan02nn1c5,yg0nan02nn1c5,0.464,1.566,4
yg0nan02nn1c7,yg0nan02nn1c7,0.464,1.566,4
yg0nan02nn1d0,yg0nan02nn1d0,0.464,1.566,4
yg0nan02nn1d3,yg0nan02nn1d3,0.464,1.566,4
yg0nan02nn1d5,yg0nan02nn1d5,0.696,1.566,8
yg0nan02nn1d7,yg0nan02nn1d7,0.696,1.566,8
yg0nan02nn1e0,yg0nan02nn1e0,0.696,1.566,8
yg0nan02nn1e3,yg0nan02nn1e3,0.696,1.566,8
yg0nan02nn1e5,yg0nan02nn1e5,0.696,1.566,8
yg0nan02nn1e7,yg0nan02nn1e7,0.928,1.566,12
yg0nan02nn1f0,yg0nan02nn1f0,0.928,1.566,12
yg0nan02nn1f3,yg0nan02nn1f3,0.928,1.566,12
yg0nan02nn1f5,yg0nan02nn1f5,1.16,1.566,16
yg0nan02nn1f7,yg0nan02nn1f7,1.16,1.566,16
yg0nan02nn1g0,yg0nan02nn1g0,1.392,1.566,20
yg0nan02nn1g3,yg0nan02nn1g3,1.392,1.566,20
yg0nan02nn1g5,yg0nan02nn1g5,1.624,1.566,24
yg0nan02nn1g7,yg0nan02nn1g7,1.624,1.566,24
yg0nan02nn1h0,yg0nan02nn1h0,2.088,1.566,32
yg0nan02nn1h3,yg0nan02nn1h3,2.088,1.566,32
yg0nan02nn1h5,yg0nan02nn1h5,2.32,1.566,36
yg0nan02nn1h7,yg0nan02nn1h7,2.552,1.566,40
yg0nan02nn1i0,yg0nan02nn1i0,3.016,1.566,48
yg0nan02nn1i3,yg0nan02nn1i3,3.48,1.566,56
yg0nan02nn1i5,yg0nan02nn1i5,4.408,1.566,72
yg0nan03ld1h0,yg0nan03nn1h0,2.204,3.132,45
yg0nan03ld1h3,yg0nan03nn1h3,2.204,3.132,49
yg0nan03ld1h5,yg0nan03nn1h5,2.436,3.132,55
yg0nan03ld1h7,yg0nan03nn1h7,2.668,3.132,62
yg0nan03ld1i0,yg0nan03nn1i0,2.9,3.132,69
yg0nan03ln1a7,yg0nan03nn1a7,0.58,1.566,6
yg0nan03ln1b0,yg0nan03nn1b0,0.58,1.566,6
yg0nan03ln1b3,yg0nan03nn1b3,0.58,1.566,6
yg0nan03ln1b5,yg0nan03nn1b5,0.58,1.566,6
yg0nan03ln1b7,yg0nan03nn1b7,0.58,1.566,6
yg0nan03ln1c0,yg0nan03nn1c0,0.58,1.566,6
yg0nan03ln1c3,yg0nan03nn1c3,0.58,1.566,6
yg0nan03ln1c5,yg0nan03nn1c5,0.58,1.566,6
yg0nan03ln1c7,yg0nan03nn1c7,0.58,1.566,6
yg0nan03ln1d0,yg0nan03nn1d0,0.58,1.566,6
yg0nan03ln1d3,yg0nan03nn1d3,0.58,1.566,6
yg0nan03ln1d5,yg0nan03nn1d5,1.044,1.566,10
yg0nan03ln1d7,yg0nan03nn1d7,1.044,1.566,14
yg0nan03ln1e0,yg0nan03nn1e0,1.044,1.566,14
yg0nan03ln1e3,yg0nan03nn1e3,1.044,1.566,14
yg0nan03ln1e5,yg0nan03nn1e5,1.044,1.566,13
yg0nan03ln1e7,yg0nan03nn1e7,1.276,1.566,15
yg0nan03ln1f0,yg0nan03nn1f0,1.276,1.566,15
yg0nan03ln1f3,yg0nan03nn1f3,1.276,1.566,18
yg0nan03ln1f5,yg0nan03nn1f5,1.74,1.566,22
yg0nan03ln1f7,yg0nan03nn1f7,1.74,1.566,23
yg0nan03ln1g0,yg0nan03nn1g0,1.972,1.566,27
yg0nan03ln1g3,yg0nan03nn1g3,1.972,1.566,27
yg0nan03ln1g5,yg0nan03nn1g5,2.436,1.566,34
yg0nan03ln1g7,yg0nan03nn1g7,2.436,1.566,34
yg0nan03ln1h0,yg0nan03nn1h0,3.132,1.566,43
yg0nan03ln1h3,yg0nan03nn1h3,3.364,1.566,48
yg0nan03ln1h5,yg0nan03nn1h5,3.828,1.566,52
yg0nan03ln1h7,yg0nan03nn1h7,4.06,1.566,60
yg0nan03ln1i0,yg0nan03nn1i0,4.756,1.566,69
yg0nan03nd1h0,yg0nan03nn1h0,2.204,3.132,45
yg0nan03nd1h3,yg0nan03nn1h3,2.204,3.132,49
yg0nan03nd1h5,yg0nan03nn1h5,2.436,3.132,55
yg0nan03nd1h7,yg0nan03nn1h7,2.668,3.132,62
yg0nan03nd1i0,yg0nan03nn1i0,2.9,3.132,69
yg0nan03nn1a7,yg0nan03nn1a7,0.58,1.566,6
yg0nan03nn1b0,yg0nan03nn1b0,0.58,1.566,6
yg0nan03nn1b3,yg0nan03nn1b3,0.58,1.566,6
yg0nan03nn1b5,yg0nan03nn1b5,0.58,1.566,6
yg0nan03nn1b7,yg0nan03nn1b7,0.58,1.566,6
yg0nan03nn1c0,yg0nan03nn1c0,0.58,1.566,6
yg0nan03nn1c3,yg0nan03nn1c3,0.58,1.566,6
yg0nan03nn1c5,yg0nan03nn1c5,0.58,1.566,6
yg0nan03nn1c7,yg0nan03nn1c7,0.58,1.566,6
yg0nan03nn1d0,yg0nan03nn1d0,0.58,1.566,6
yg0nan03nn1d3,yg0nan03nn1d3,0.58,1.566,6
yg0nan03nn1d5,yg0nan03nn1d5,1.044,1.566,10
yg0nan03nn1d7,yg0nan03nn1d7,1.044,1.566,14
yg0nan03nn1e0,yg0nan03nn1e0,1.044,1.566,14
yg0nan03nn1e3,yg0nan03nn1e3,1.044,1.566,14
yg0nan03nn1e5,yg0nan03nn1e5,1.044,1.566,13
yg0nan03nn1e7,yg0nan03nn1e7,1.276,1.566,15
yg0nan03nn1f0,yg0nan03nn1f0,1.276,1.566,15
yg0nan03nn1f3,yg0nan03nn1f3,1.276,1.566,18
yg0nan03nn1f5,yg0nan03nn1f5,1.74,1.566,22
yg0nan03nn1f7,yg0nan03nn1f7,1.74,1.566,23
yg0nan03nn1g0,yg0nan03nn1g0,1.972,1.566,27
yg0nan03nn1g3,yg0nan03nn1g3,1.972,1.566,27
yg0nan03nn1g5,yg0nan03nn1g5,2.436,1.566,34
yg0nan03nn1g7,yg0nan03nn1g7,2.436,1.566,34
yg0nan03nn1h0,yg0nan03nn1h0,3.132,1.566,43
yg0nan03nn1h3,yg0nan03nn1h3,3.364,1.566,48
yg0nan03nn1h5,yg0nan03nn1h5,3.828,1.566,52
yg0nan03nn1h7,yg0nan03nn1h7,4.06,1.566,60
yg0nan03nn1i0,yg0nan03nn1i0,4.756,1.566,69
yg0nan04ld1g0,yg0nan04nn1g0,1.624,3.132,40
yg0nan04ld1g3,yg0nan04nn1g3,1.624,3.132,40
yg0nan04ld1g5,yg0nan04nn1g5,1.624,3.132,40
yg0nan04ld1g7,yg0nan04nn1g7,1.856,3.132,48
yg0nan04ld1h0,yg0nan04nn1h0,2.32,3.132,60
yg0nan04ld1h3,yg0nan04nn1h3,2.552,3.132,68
yg0nan04ld1h5,yg0nan04nn1h5,2.784,3.132,72
yg0nan04ld1h7,yg0nan04nn1h7,3.016,3.132,80
yg0nan04ld1i0,yg0nan04nn1i0,3.248,3.132,88
yg0nan04ln1b3,yg0nan04nn1b3,0.696,1.566,8
yg0nan04ln1b5,yg0nan04nn1b5,0.696,1.566,8
yg0nan04ln1b7,yg0nan04nn1b7,0.696,1.566,8
yg0nan04ln1c0,yg0nan04nn1c0,0.696,1.566,8
yg0nan04ln1c3,yg0nan04nn1c3,0.696,1.566,8
yg0nan04ln1c5,yg0nan04nn1c5,0.696,1.566,8
yg0nan04ln1c7,yg0nan04nn1c7,0.696,1.566,8
yg0nan04ln1d0,yg0nan04nn1d0,1.392,1.566,12
yg0nan04ln1d3,yg0nan04nn1d3,1.392,1.566,12
yg0nan04ln1d5,yg0nan04nn1d5,1.392,1.566,12
yg0nan04ln1d7,yg0nan04nn1d7,1.392,1.566,12
yg0nan04ln1e0,yg0nan04nn1e0,1.392,1.566,16
yg0nan04ln1e3,yg0nan04nn1e3,1.392,1.566,16
yg0nan04ln1e5,yg0nan04nn1e5,1.624,1.566,20
yg0nan04ln1e7,yg0nan04nn1e7,1.624,1.566,20
yg0nan04ln1f0,yg0nan04nn1f0,1.624,1.566,20
yg0nan04ln1f3,yg0nan04nn1f3,2.32,1.566,28
yg0nan04ln1f5,yg0nan04nn1f5,2.32,1.566,28
yg0nan04ln1f7,yg0nan04nn1f7,2.32,1.566,28
yg0nan04ln1g0,yg0nan04nn1g0,2.552,1.566,36
yg0nan04ln1g3,yg0nan04nn1g3,3.248,1.566,40
yg0nan04ln1g5,yg0nan04nn1g5,3.248,1.566,40
yg0nan04ln1g7,yg0nan04nn1g7,3.48,1.566,48
yg0nan04ln1h0,yg0nan04nn1h0,4.176,1.566,56
yg0nan04ln1h3,yg0nan04nn1h3,4.408,1.566,64
yg0nan04ln1h5,yg0nan04nn1h5,5.336,1.566,68
yg0nan04ln1h7,yg0nan04nn1h7,6.032,1.566,80
yg0nan04ln1i0,yg0nan04nn1i0,6.264,1.566,88
yg0nan04nd1g0,yg0nan04nn1g0,1.624,3.132,40
yg0nan04nd1g3,yg0nan04nn1g3,1.624,3.132,40
yg0nan04nd1g5,yg0nan04nn1g5,1.624,3.132,40
yg0nan04nd1g7,yg0nan04nn1g7,1.856,3.132,48
yg0nan04nd1h0,yg0nan04nn1h0,2.32,3.132,60
yg0nan04nd1h3,yg0nan04nn1h3,2.552,3.132,68
yg0nan04nd1h5,yg0nan04nn1h5,2.784,3.132,72
yg0nan04nd1h7,yg0nan04nn1h7,3.016,3.132,80
yg0nan04nd1i0,yg0nan04nn1i0,3.248,3.132,88
yg0nan04nn1b3,yg0nan04nn1b3,0.696,1.566,8
yg0nan04nn1b5,yg0nan04nn1b5,0.696,1.566,8
yg0nan04nn1b7,yg0nan04nn1b7,0.696,1.566,8
yg0nan04nn1c0,yg0nan04nn1c0,0.696,1.566,8
yg0nan04nn1c3,yg0nan04nn1c3,0.696,1.566,8
yg0nan04nn1c5,yg0nan04nn1c5,0.696,1.566,8
yg0nan04nn1c7,yg0nan04nn1c7,0.696,1.566,8
yg0nan04nn1d0,yg0nan04nn1d0,1.392,1.566,12
yg0nan04nn1d3,yg0nan04nn1d3,1.392,1.566,12
yg0nan04nn1d5,yg0nan04nn1d5,1.392,1.566,12
yg0nan04nn1d7,yg0nan04nn1d7,1.392,1.566,12
yg0nan04nn1e0,yg0nan04nn1e0,1.392,1.566,16
yg0nan04nn1e3,yg0nan04nn1e3,1.392,1.566,16
yg0nan04nn1e5,yg0nan04nn1e5,1.624,1.566,20
yg0nan04nn1e7,yg0nan04nn1e7,1.624,1.566,20
yg0nan04nn1f0,yg0nan04nn1f0,1.624,1.566,20
yg0nan04nn1f3,yg0nan04nn1f3,2.32,1.566,28
yg0nan04nn1f5,yg0nan04nn1f5,2.32,1.566,28
yg0nan04nn1f7,yg0nan04nn1f7,2.32,1.566,28
yg0nan04nn1g0,yg0nan04nn1g0,2.552,1.566,36
yg0nan04nn1g3,yg0nan04nn1g3,3.248,1.566,40
yg0nan04nn1g5,yg0nan04nn1g5,3.248,1.566,40
yg0nan04nn1g7,yg0nan04nn1g7,3.48,1.566,48
yg0nan04nn1h0,yg0nan04nn1h0,4.176,1.566,56
yg0nan04nn1h3,yg0nan04nn1h3,4.408,1.566,64
yg0nan04nn1h5,yg0nan04nn1h5,5.336,1.566,68
yg0nan04nn1h7,yg0nan04nn1h7,6.032,1.566,80
yg0nan04nn1i0,yg0nan04nn1i0,6.264,1.566,88
yg0nan22ld1i0,yg0nan22nn1i0,1.856,3.132,40
yg0nan22ln1c0,yg0nan22nn1c0,0.464,1.566,4
yg0nan22ln1c3,yg0nan22nn1c3,0.464,1.566,4
yg0nan22ln1c5,yg0nan22nn1c5,0.464,1.566,4
yg0nan22ln1c7,yg0nan22nn1c7,0.464,1.566,4
yg0nan22ln1d0,yg0nan22nn1d0,0.464,1.566,4
yg0nan22ln1d3,yg0nan22nn1d3,0.696,1.566,6
yg0nan22ln1d5,yg0nan22nn1d5,0.696,1.566,6
yg0nan22ln1d7,yg0nan22nn1d7,0.696,1.566,6
yg0nan22ln1e0,yg0nan22nn1e0,0.696,1.566,6
yg0nan22ln1e3,yg0nan22nn1e3,0.696,1.566,6
yg0nan22ln1e5,yg0nan22nn1e5,0.696,1.566,8
yg0nan22ln1e7,yg0nan22nn1e7,0.928,1.566,10
yg0nan22ln1f0,yg0nan22nn1f0,0.928,1.566,10
yg0nan22ln1f3,yg0nan22nn1f3,0.928,1.566,10
yg0nan22ln1f5,yg0nan22nn1f5,1.16,1.566,12
yg0nan22ln1f7,yg0nan22nn1f7,1.16,1.566,12
yg0nan22ln1g0,yg0nan22nn1g0,1.392,1.566,16
yg0nan22ln1g3,yg0nan22nn1g3,1.624,1.566,18
yg0nan22ln1g5,yg0nan22nn1g5,1.624,1.566,18
yg0nan22ln1g7,yg0nan22nn1g7,1.856,1.566,20
yg0nan22ln1h0,yg0nan22nn1h0,2.088,1.566,24
yg0nan22ln1h3,yg0nan22nn1h3,2.32,1.566,26
yg0nan22ln1h5,yg0nan22nn1h5,2.552,1.566,30
yg0nan22ln1h7,yg0nan22nn1h7,2.784,1.566,32
yg0nan22ln1i0,yg0nan22nn1i0,3.248,1.566,38
yg0nan22nd1i0,yg0nan22nn1i0,1.856,3.132,40
yg0nan22nn1c0,yg0nan22nn1c0,0.464,1.566,4
yg0nan22nn1c3,yg0nan22nn1c3,0.464,1.566,4
yg0nan22nn1c5,yg0nan22nn1c5,0.464,1.566,4
yg0nan22nn1c7,yg0nan22nn1c7,0.464,1.566,4
yg0nan22nn1d0,yg0nan22nn1d0,0.464,1.566,4
yg0nan22nn1d3,yg0nan22nn1d3,0.696,1.566,6
yg0nan22nn1d5,yg0nan22nn1d5,0.696,1.566,6
yg0nan22nn1d7,yg0nan22nn1d7,0.696,1.566,6
yg0nan22nn1e0,yg0nan22nn1e0,0.696,1.566,6
yg0nan22nn1e3,yg0nan22nn1e3,0.696,1.566,6
yg0nan22nn1e5,yg0nan22nn1e5,0.696,1.566,8
yg0nan22nn1e7,yg0nan22nn1e7,0.928,1.566,10
yg0nan22nn1f0,yg0nan22nn1f0,0.928,1.566,10
yg0nan22nn1f3,yg0nan22nn1f3,0.928,1.566,10
yg0nan22nn1f5,yg0nan22nn1f5,1.16,1.566,12
yg0nan22nn1f7,yg0nan22nn1f7,1.16,1.566,12
yg0nan22nn1g0,yg0nan22nn1g0,1.392,1.566,16
yg0nan22nn1g3,yg0nan22nn1g3,1.624,1.566,18
yg0nan22nn1g5,yg0nan22nn1g5,1.624,1.566,18
yg0nan22nn1g7,yg0nan22nn1g7,1.856,1.566,20
yg0nan22nn1h0,yg0nan22nn1h0,2.088,1.566,24
yg0nan22nn1h3,yg0nan22nn1h3,2.32,1.566,26
yg0nan22nn1h5,yg0nan22nn1h5,2.552,1.566,30
yg0nan22nn1h7,yg0nan22nn1h7,2.784,1.566,32
yg0nan22nn1i0,yg0nan22nn1i0,3.248,1.566,38
yg0nan23ld1h0,yg0nan23nn1h0,1.856,3.132,37
yg0nan23ld1h3,yg0nan23nn1h3,2.088,3.132,41
yg0nan23ld1h5,yg0nan23nn1h5,2.204,3.132,47
yg0nan23ld1h7,yg0nan23nn1h7,2.436,3.132,50
yg0nan23ld1i0,yg0nan23nn1i0,2.668,3.132,58
yg0nan23ln1b7,yg0nan23nn1b7,0.58,1.566,6
yg0nan23ln1c0,yg0nan23nn1c0,0.58,1.566,6
yg0nan23ln1c3,yg0nan23nn1c3,0.58,1.566,6
yg0nan23ln1c5,yg0nan23nn1c5,0.58,1.566,6
yg0nan23ln1c7,yg0nan23nn1c7,0.58,1.566,6
yg0nan23ln1d0,yg0nan23nn1d0,0.58,1.566,6
yg0nan23ln1d3,yg0nan23nn1d3,0.58,1.566,6
yg0nan23ln1d5,yg0nan23nn1d5,1.044,1.566,10
yg0nan23ln1d7,yg0nan23nn1d7,1.044,1.566,10
yg0nan23ln1e0,yg0nan23nn1e0,1.044,1.566,10
yg0nan23ln1e3,yg0nan23nn1e3,1.044,1.566,10
yg0nan23ln1e5,yg0nan23nn1e5,1.276,1.566,12
yg0nan23ln1e7,yg0nan23nn1e7,1.276,1.566,15
yg0nan23ln1f0,yg0nan23nn1f0,1.276,1.566,15
yg0nan23ln1f3,yg0nan23nn1f3,1.276,1.566,15
yg0nan23ln1f5,yg0nan23nn1f5,1.74,1.566,19
yg0nan23ln1f7,yg0nan23nn1f7,1.74,1.566,19
yg0nan23ln1g0,yg0nan23nn1g0,1.972,1.566,24
yg0nan23ln1g3,yg0nan23nn1g3,1.972,1.566,24
yg0nan23ln1g5,yg0nan23nn1g5,2.436,1.566,28
yg0nan23ln1g7,yg0nan23nn1g7,2.668,1.566,30
yg0nan23ln1h0,yg0nan23nn1h0,3.132,1.566,37
yg0nan23ln1h3,yg0nan23nn1h3,3.364,1.566,39
yg0nan23ln1h5,yg0nan23nn1h5,3.364,1.566,42
yg0nan23ln1h7,yg0nan23nn1h7,4.06,1.566,51
yg0nan23ln1i0,yg0nan23nn1i0,4.756,1.566,57
yg0nan23nd1h0,yg0nan23nn1h0,1.856,3.132,37
yg0nan23nd1h3,yg0nan23nn1h3,2.088,3.132,41
yg0nan23nd1h5,yg0nan23nn1h5,2.204,3.132,47
yg0nan23nd1h7,yg0nan23nn1h7,2.436,3.132,50
yg0nan23nd1i0,yg0nan23nn1i0,2.668,3.132,58
yg0nan23nn1b7,yg0nan23nn1b7,0.58,1.566,6
yg0nan23nn1c0,yg0nan23nn1c0,0.58,1.566,6
yg0nan23nn1c3,yg0nan23nn1c3,0.58,1.566,6
yg0nan23nn1c5,yg0nan23nn1c5,0.58,1.566,6
yg0nan23nn1c7,yg0nan23nn1c7,0.58,1.566,6
yg0nan23nn1d0,yg0nan23nn1d0,0.58,1.566,6
yg0nan23nn1d3,yg0nan23nn1d3,0.58,1.566,6
yg0nan23nn1d5,yg0nan23nn1d5,1.044,1.566,10
yg0nan23nn1d7,yg0nan23nn1d7,1.044,1.566,10
yg0nan23nn1e0,yg0nan23nn1e0,1.044,1.566,10
yg0nan23nn1e3,yg0nan23nn1e3,1.044,1.566,10
yg0nan23nn1e5,yg0nan23nn1e5,1.276,1.566,12
yg0nan23nn1e7,yg0nan23nn1e7,1.276,1.566,15
yg0nan23nn1f0,yg0nan23nn1f0,1.276,1.566,15
yg0nan23nn1f3,yg0nan23nn1f3,1.276,1.566,15
yg0nan23nn1f5,yg0nan23nn1f5,1.74,1.566,19
yg0nan23nn1f7,yg0nan23nn1f7,1.74,1.566,19
yg0nan23nn1g0,yg0nan23nn1g0,1.972,1.566,24
yg0nan23nn1g3,yg0nan23nn1g3,1.972,1.566,24
yg0nan23nn1g5,yg0nan23nn1g5,2.436,1.566,28
yg0nan23nn1g7,yg0nan23nn1g7,2.668,1.566,30
yg0nan23nn1h0,yg0nan23nn1h0,3.132,1.566,37
yg0nan23nn1h3,yg0nan23nn1h3,3.364,1.566,39
yg0nan23nn1h5,yg0nan23nn1h5,3.364,1.566,42
yg0nan23nn1h7,yg0nan23nn1h7,4.06,1.566,51
yg0nan23nn1i0,yg0nan23nn1i0,4.756,1.566,57
yg0nan42ln1a0,yg0nan42nn1a0,0.464,1.566,4
yg0nan42ln1a3,yg0nan42nn1a3,0.464,1.566,4
yg0nan42ln1a5,yg0nan42nn1a5,0.464,1.566,4
yg0nan42ln1a7,yg0nan42nn1a7,0.464,1.566,4
yg0nan42ln1b0,yg0nan42nn1b0,0.464,1.566,4
yg0nan42ln1b3,yg0nan42nn1b3,0.464,1.566,4
yg0nan42ln1b5,yg0nan42nn1b5,0.464,1.566,4
yg0nan42ln1b7,yg0nan42nn1b7,0.464,1.566,4
yg0nan42ln1c0,yg0nan42nn1c0,0.696,1.566,6
yg0nan42ln1c3,yg0nan42nn1c3,0.696,1.566,6
yg0nan42ln1c5,yg0nan42nn1c5,0.696,1.566,6
yg0nan42ln1c7,yg0nan42nn1c7,0.696,1.566,8
yg0nan42ln1d0,yg0nan42nn1d0,0.696,1.566,8
yg0nan42ln1d3,yg0nan42nn1d3,0.696,1.566,8
yg0nan42ln1d5,yg0nan42nn1d5,0.928,1.566,10
yg0nan42ln1d7,yg0nan42nn1d7,0.928,1.566,10
yg0nan42ln1e0,yg0nan42nn1e0,0.928,1.566,12
yg0nan42ln1e3,yg0nan42nn1e3,1.16,1.566,14
yg0nan42ln1e5,yg0nan42nn1e5,1.16,1.566,14
yg0nan42ln1e7,yg0nan42nn1e7,1.392,1.566,16
yg0nan42ln1f0,yg0nan42nn1f0,1.624,1.566,18
yg0nan42ln1f3,yg0nan42nn1f3,1.624,1.566,18
yg0nan42ln1f5,yg0nan42nn1f5,1.856,1.566,22
yg0nan42ln1f7,yg0nan42nn1f7,2.088,1.566,24
yg0nan42ln1g0,yg0nan42nn1g0,2.32,1.566,28
yg0nan42ln1g3,yg0nan42nn1g3,2.552,1.566,32
yg0nan42ln1g5,yg0nan42nn1g5,2.784,1.566,34
yg0nan42ln1g7,yg0nan42nn1g7,3.016,1.566,38
yg0nan42ln1h0,yg0nan42nn1h0,3.712,1.566,46
yg0nan42ln1h3,yg0nan42nn1h3,4.176,1.566,52
yg0nan42ln1h5,yg0nan42nn1h5,4.408,1.566,56
yg0nan42nn1a0,yg0nan42nn1a0,0.464,1.566,4
yg0nan42nn1a3,yg0nan42nn1a3,0.464,1.566,4
yg0nan42nn1a5,yg0nan42nn1a5,0.464,1.566,4
yg0nan42nn1a7,yg0nan42nn1a7,0.464,1.566,4
yg0nan42nn1b0,yg0nan42nn1b0,0.464,1.566,4
yg0nan42nn1b3,yg0nan42nn1b3,0.464,1.566,4
yg0nan42nn1b5,yg0nan42nn1b5,0.464,1.566,4
yg0nan42nn1b7,yg0nan42nn1b7,0.464,1.566,4
yg0nan42nn1c0,yg0nan42nn1c0,0.696,1.566,6
yg0nan42nn1c3,yg0nan42nn1c3,0.696,1.566,6
yg0nan42nn1c5,yg0nan42nn1c5,0.696,1.566,6
yg0nan42nn1c7,yg0nan42nn1c7,0.696,1.566,8
yg0nan42nn1d0,yg0nan42nn1d0,0.696,1.566,8
yg0nan42nn1d3,yg0nan42nn1d3,0.696,1.566,8
yg0nan42nn1d5,yg0nan42nn1d5,0.928,1.566,10
yg0nan42nn1d7,yg0nan42nn1d7,0.928,1.566,10
yg0nan42nn1e0,yg0nan42nn1e0,0.928,1.566,12
yg0nan42nn1e3,yg0nan42nn1e3,1.16,1.566,14
yg0nan42nn1e5,yg0nan42nn1e5,1.16,1.566,14
yg0nan42nn1e7,yg0nan42nn1e7,1.392,1.566,16
yg0nan42nn1f0,yg0nan42nn1f0,1.624,1.566,18
yg0nan42nn1f3,yg0nan42nn1f3,1.624,1.566,18
yg0nan42nn1f5,yg0nan42nn1f5,1.856,1.566,22
yg0nan42nn1f7,yg0nan42nn1f7,2.088,1.566,24
yg0nan42nn1g0,yg0nan42nn1g0,2.32,1.566,28
yg0nan42nn1g3,yg0nan42nn1g3,2.552,1.566,32
yg0nan42nn1g5,yg0nan42nn1g5,2.784,1.566,34
yg0nan42nn1g7,yg0nan42nn1g7,3.016,1.566,38
yg0nan42nn1h0,yg0nan42nn1h0,3.712,1.566,46
yg0nan42nn1h3,yg0nan42nn1h3,4.176,1.566,52
yg0nan42nn1h5,yg0nan42nn1h5,4.408,1.566,56
yg0nan43ld1h0,yg0nan43nn1h0,2.436,3.132,54
yg0nan43ln1a0,yg0nan43nn1a0,0.58,1.566,6
yg0nan43ln1b0,yg0nan43nn1b0,0.58,1.566,6
yg0nan43ln1c0,yg0nan43nn1c0,0.58,1.566,6
yg0nan43ln1d0,yg0nan43nn1d0,0.928,1.566,10
yg0nan43ln1e0,yg0nan43nn1e0,1.044,1.566,13
yg0nan43ln1f0,yg0nan43nn1f0,1.624,1.566,21
yg0nan43ln1g0,yg0nan43nn1g0,2.32,1.566,33
