YG MAJOR,YG MINOR,YG CELL NAME,NOMINAL YG CELL NAME,AI MAJOR,AI MINOR,AI CELL NAME,MAPPING COUNT,LIB,DRAWN OR ESTIMATED,QUALITY,SHORTS/GRID,INTERFACE,X SCALE FACTOR,X GROWTH (PITCHES),Y SCALE FACTOR,LATEST CHECKIN DATE,LATEST CHECKIN OWNER,ORIGINAL CHECKIN DATE,ORIGINAL CHECKIN OWNER,COMMENTS,TOTAL INSTANCES,YG CELL WIDTH,YG CELL HEIGHT,YG CELL AREA,YG INSTANCE AREA,YG POLY PITCHES,YG DEVCOUNT,AI CELL WIDTH,AI CELL HEIGHT,AI POLY PITCHES,CSV GENERATION DATE,INSTANCE SUMMARY,FUB USAGE
yg0lcn,yg0lcn92lnh,yg0lcn92lnhg0,yg0lcn92nnhg0,ai0lcn,ai0lcn92lnh,ai0lcn92lnhg0,1,,,,,,,,,,,,,,,3.944,1.566,6.176304,,34,42,,,,Fri Dec 12 09:52:19 2008,,
yg0lcn,yg0lcn92lnh,yg0lcn92lnhh0,yg0lcn92nnhh0,ai0lcn,ai0lcn92lnh,ai0lcn92lnhh0,1,,,,,,,,,,,,,,,4.872,1.566,7.629552,,42,55,,,,Fri Dec 12 09:52:19 2008,,
yg0lcn,yg0lcn92lnh,yg0lcn92lnhi0,yg0lcn92nnhi0,ai0lcn,ai0lcn92lnh,ai0lcn92lnhi0,1,,,,,,,,,,,,,,,6.96,1.566,10.89936,,60,79,,,,Fri Dec 12 09:52:19 2008,,
yg0lcn,yg0lcn92lnh,yg0lcn92lnhj0,yg0lcn92nnhj0,ai0lcn,ai0lcn92lnh,ai0lcn92lnhj0,1,,,,,,,,,,,,,,,10.788,1.566,16.894008,,93,137,,,,Fri Dec 12 09:52:19 2008,,
yg0lcn,yg0lcn92nnh,yg0lcn92nnha0,yg0lcn92nnha0,ai0lcn,ai0lcn92nnh,ai0lcn92nnha0,1,,,,,,,,,,,,,,,1.392,1.566,2.179872,,12,16,,,,Fri Dec 12 09:52:19 2008,,
yg0lcn,yg0lcn92nnh,yg0lcn92nnhb0,yg0lcn92nnhb0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhb0,1,,,,,,,,,,,,,,,1.392,1.566,2.179872,,12,16,,,,Fri Dec 12 09:52:19 2008,,
yg0lcn,yg0lcn92nnh,yg0lcn92nnhc0,yg0lcn92nnhc0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhc0,1,,,,,,,,,,,,,,192,1.972,1.566,3.088152,592.925184,17,20,,,,Fri Dec 12 09:52:19 2008,regf->(192),mlsqbd
yg0lcn,yg0lcn92nnh,yg0lcn92nnhd0,yg0lcn92nnhd0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhd0,1,,,,,,,,,,,,,,102,1.972,1.566,3.088152,314.991504,17,20,,,,Fri Dec 12 09:52:19 2008,regf->(102),dcctagd:dclrud:pmsndlrum
yg0lcn,yg0lcn92nnh,yg0lcn92nnhe0,yg0lcn92nnhe0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhe0,1,,,,,,,,,,,,,,49,2.088,1.566,3.269808,160.220592,18,25,,,,Fri Dec 12 09:52:19 2008,datap->(3) regf->(46),idqctln:mspatchm:pmrrasidd:roalc
yg0lcn,yg0lcn92nnh,yg0lcn92nnhf0,yg0lcn92nnhf0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhf0,1,,,,,,,,,,,,,,204,2.784,1.566,4.359744,889.387776,24,30,,,,Fri Dec 12 09:52:19 2008,regf->(204),barsbd:dcctagd:dcphyadrd:idqued:iescratchd
yg0lcn,yg0lcn92nnh,yg0lcn92nnhg0,yg0lcn92nnhg0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhg0,1,,,,,,,,,,,,,,8,3.944,1.566,6.176304,49.410432,34,42,,,,Fri Dec 12 09:52:19 2008,regf->(8),pmpdearyd
yg0lcn,yg0lcn92nnh,yg0lcn92nnhh0,yg0lcn92nnhh0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhh0,1,,,,,,,,,,,,,,10,4.872,1.566,7.629552,76.29552,42,55,,,,Fri Dec 12 09:52:19 2008,datap->(10),mltagaryd:msdecn
yg0lcn,yg0lcn92nnh,yg0lcn92nnhi0,yg0lcn92nnhi0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhi0,1,,,,,,,,,,,,,,8,6.96,1.566,10.89936,87.19488,60,79,,,,Fri Dec 12 09:52:19 2008,datap->(8),fpaaddd
yg0lcn,yg0lcn92nnh,yg0lcn92nnhj0,yg0lcn92nnhj0,ai0lcn,ai0lcn92nnh,ai0lcn92nnhj0,1,,,,,,,,,,,,,,,10.788,1.566,16.894008,,93,137,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnha0,yg0lcx10nnha0,ai0lcx,ai0lcx10lnh,ai0lcx10lnha0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnha5,yg0lcx10nnha5,ai0lcx,ai0lcx10lnh,ai0lcx10lnha0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhb0,yg0lcx10nnhb0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhb0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhb5,yg0lcx10nnhb5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhb0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhc0,yg0lcx10nnhc0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhc0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhc5,yg0lcx10nnhc5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhc5,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhd0,yg0lcx10nnhd0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhd0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhd5,yg0lcx10nnhd5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhd5,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhe0,yg0lcx10nnhe0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhe0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhe5,yg0lcx10nnhe5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhe5,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhf0,yg0lcx10nnhf0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhf0,1,,,,,,,,,,,,,,,3.596,1.566,5.631336,,31,47,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhf5,yg0lcx10nnhf5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhf5,1,,,,,,,,,,,,,,,3.712,1.566,5.812992,,32,49,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhg0,yg0lcx10nnhg0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhg0,1,,,,,,,,,,,,,,,4.06,1.566,6.35796,,35,53,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhg5,yg0lcx10nnhg5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhg5,1,,,,,,,,,,,,,,,4.524,1.566,7.084584,,39,59,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhh0,yg0lcx10nnhh0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhh0,1,,,,,,,,,,,,,,,4.872,1.566,7.629552,,42,64,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhh5,yg0lcx10nnhh5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhh5,1,,,,,,,,,,,,,,,5.22,1.566,8.17452,,45,69,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhi0,yg0lcx10nnhi0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhi0,1,,,,,,,,,,,,,,,6.264,1.566,9.809424,,54,81,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhi5,yg0lcx10nnhi5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhi5,1,,,,,,,,,,,,,,,7.656,1.566,11.989296,,66,104,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhj0,yg0lcx10nnhj0,ai0lcx,ai0lcx10lnh,ai0lcx10lnhj0,1,,,,,,,,,,,,,,,8.816,1.566,13.805856,,76,126,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10lnh,yg0lcx10lnhj5,yg0lcx10nnhj5,ai0lcx,ai0lcx10lnh,ai0lcx10lnhj5,1,,,,,,,,,,,,,,,10.208,1.566,15.985728,,88,153,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnha0,yg0lcx10nnha0,ai0lcx,ai0lcx10nnh,ai0lcx10nnha0,2,,,,,,,,,,,,,,2,3.132,1.566,4.904712,9.809424,27,39,,,,Fri Dec 12 09:52:19 2008,datap->(2),mltagaryd
yg0lcx,yg0lcx10nnh,yg0lcx10nnha5,yg0lcx10nnha5,ai0lcx,ai0lcx10nnh,ai0lcx10nnha0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhb0,yg0lcx10nnhb0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhb0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhb5,yg0lcx10nnhb5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhb0,2,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhc0,yg0lcx10nnhc0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhc0,1,,,,,,,,,,,,,,3,3.132,1.566,4.904712,14.714136,27,39,,,,Fri Dec 12 09:52:19 2008,datap->(3),mltagaryd
yg0lcx,yg0lcx10nnh,yg0lcx10nnhc5,yg0lcx10nnhc5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhc5,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhd0,yg0lcx10nnhd0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhd0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhd5,yg0lcx10nnhd5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhd5,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhe0,yg0lcx10nnhe0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhe0,1,,,,,,,,,,,,,,97,3.364,1.566,5.268024,510.998328,29,43,,,,Fri Dec 12 09:52:19 2008,regf->(97),mlsqbd
yg0lcx,yg0lcx10nnh,yg0lcx10nnhe5,yg0lcx10nnhe5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhe5,1,,,,,,,,,,,,,,3,3.364,1.566,5.268024,15.804072,29,43,,,,Fri Dec 12 09:52:19 2008,datap->(3),dtiobrkc:mltagaryd
yg0lcx,yg0lcx10nnh,yg0lcx10nnhf0,yg0lcx10nnhf0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhf0,1,,,,,,,,,,,,,,256,3.596,1.566,5.631336,1441.622016,31,47,,,,Fri Dec 12 09:52:19 2008,regf->(256),mlsqbd
yg0lcx,yg0lcx10nnh,yg0lcx10nnhf5,yg0lcx10nnhf5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhf5,1,,,,,,,,,,,,,,,3.712,1.566,5.812992,,32,49,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhg0,yg0lcx10nnhg0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhg0,1,,,,,,,,,,,,,,1,4.06,1.566,6.35796,6.35796,35,53,,,,Fri Dec 12 09:52:19 2008,datap->(1),mltagaryd
yg0lcx,yg0lcx10nnh,yg0lcx10nnhg5,yg0lcx10nnhg5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhg5,1,,,,,,,,,,,,,,,4.524,1.566,7.084584,,39,59,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhh0,yg0lcx10nnhh0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhh0,1,,,,,,,,,,,,,,,4.872,1.566,7.629552,,42,64,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhh5,yg0lcx10nnhh5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhh5,1,,,,,,,,,,,,,,1,5.22,1.566,8.17452,8.17452,45,69,,,,Fri Dec 12 09:52:19 2008,datap->(1),mltagaryd
yg0lcx,yg0lcx10nnh,yg0lcx10nnhi0,yg0lcx10nnhi0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhi0,1,,,,,,,,,,,,,,,6.264,1.566,9.809424,,54,81,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhi5,yg0lcx10nnhi5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhi5,1,,,,,,,,,,,,,,,7.656,1.566,11.989296,,66,104,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhj0,yg0lcx10nnhj0,ai0lcx,ai0lcx10nnh,ai0lcx10nnhj0,1,,,,,,,,,,,,,,,8.816,1.566,13.805856,,76,126,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx10nnh,yg0lcx10nnhj5,yg0lcx10nnhj5,ai0lcx,ai0lcx10nnh,ai0lcx10nnhj5,1,,,,,,,,,,,,,,,10.208,1.566,15.985728,,88,153,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnha0,yg0lcx11nnha0,ai0lcx,ai0lcx11lnh,ai0lcx11lnha0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhb0,yg0lcx11nnhb0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhb0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhc0,yg0lcx11nnhc0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhc0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhd0,yg0lcx11nnhd0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhd0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhe0,yg0lcx11nnhe0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhe0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhf0,yg0lcx11nnhf0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhf0,1,,,,,,,,,,,,,,,3.596,1.566,5.631336,,31,45,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhg0,yg0lcx11nnhg0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhg0,1,,,,,,,,,,,,,,,4.292,1.566,6.721272,,37,54,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhh0,yg0lcx11nnhh0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhh0,1,,,,,,,,,,,,,,,4.988,1.566,7.811208,,43,64,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhi0,yg0lcx11nnhi0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhi0,1,,,,,,,,,,,,,,,6.612,1.566,10.354392,,57,82,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11lnh,yg0lcx11lnhj0,yg0lcx11nnhj0,ai0lcx,ai0lcx11lnh,ai0lcx11lnhj0,1,,,,,,,,,,,,,,,9.28,1.566,14.53248,,80,122,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnha0,yg0lcx11nnha0,ai0lcx,ai0lcx11nnh,ai0lcx11nnha0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhb0,yg0lcx11nnhb0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhb0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhc0,yg0lcx11nnhc0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhc0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,39,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhd0,yg0lcx11nnhd0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhd0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhe0,yg0lcx11nnhe0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhe0,1,,,,,,,,,,,,,,,3.364,1.566,5.268024,,29,43,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhf0,yg0lcx11nnhf0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhf0,1,,,,,,,,,,,,,,,3.596,1.566,5.631336,,31,45,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhg0,yg0lcx11nnhg0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhg0,1,,,,,,,,,,,,,,,4.292,1.566,6.721272,,37,54,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhh0,yg0lcx11nnhh0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhh0,1,,,,,,,,,,,,,,,4.988,1.566,7.811208,,43,64,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhi0,yg0lcx11nnhi0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhi0,1,,,,,,,,,,,,,,,6.612,1.566,10.354392,,57,82,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx11nnh,yg0lcx11nnhj0,yg0lcx11nnhj0,ai0lcx,ai0lcx11nnh,ai0lcx11nnhj0,1,,,,,,,,,,,,,,1,9.28,1.566,14.53248,14.53248,80,122,,,,Fri Dec 12 09:52:19 2008,datap->(1),bpnipd
yg0lcx,yg0lcx12lnh,yg0lcx12lnha0,yg0lcx12nnha0,ai0lcx,ai0lcx12lnh,ai0lcx12lnha0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,41,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12lnh,yg0lcx12lnhb0,yg0lcx12nnhb0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhb0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,41,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12lnh,yg0lcx12lnhc0,yg0lcx12nnhc0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhc0,1,,,,,,,,,,,,,,,3.712,1.566,5.812992,,32,45,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12lnh,yg0lcx12lnhd0,yg0lcx12nnhd0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhd0,1,,,,,,,,,,,,,,,3.712,1.566,5.812992,,32,45,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12lnh,yg0lcx12lnhe0,yg0lcx12nnhe0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhe0,1,,,,,,,,,,,,,,,3.944,1.566,6.176304,,34,50,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12lnh,yg0lcx12lnhf0,yg0lcx12nnhf0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhf0,1,,,,,,,,,,,,,,2,4.408,1.566,6.902928,13.805856,38,54,,,,Fri Dec 12 09:52:19 2008,rls->(2),mltagstlrd
yg0lcx,yg0lcx12lnh,yg0lcx12lnhg0,yg0lcx12nnhg0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhg0,1,,,,,,,,,,,,,,2,5.336,1.566,8.356176,16.712352,46,65,,,,Fri Dec 12 09:52:19 2008,rls->(2),mltagstlrd
yg0lcx,yg0lcx12lnh,yg0lcx12lnhh0,yg0lcx12nnhh0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhh0,1,,,,,,,,,,,,,,3,6.612,1.566,10.354392,31.063176,57,79,,,,Fri Dec 12 09:52:19 2008,rls->(3),mltagstlrd
yg0lcx,yg0lcx12lnh,yg0lcx12lnhi0,yg0lcx12nnhi0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhi0,1,,,,,,,,,,,,,,,9.048,1.566,14.169168,,78,106,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12lnh,yg0lcx12lnhj0,yg0lcx12nnhj0,ai0lcx,ai0lcx12lnh,ai0lcx12lnhj0,1,,,,,,,,,,,,,,,13.108,1.566,20.527128,,113,161,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnha0,yg0lcx12nnha0,ai0lcx,ai0lcx12nnh,ai0lcx12nnha0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,41,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhb0,yg0lcx12nnhb0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhb0,1,,,,,,,,,,,,,,,3.132,1.566,4.904712,,27,41,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhc0,yg0lcx12nnhc0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhc0,1,,,,,,,,,,,,,,192,3.712,1.566,5.812992,1116.094464,32,45,,,,Fri Dec 12 09:52:19 2008,regf->(192),mlsqbd
yg0lcx,yg0lcx12nnh,yg0lcx12nnhd0,yg0lcx12nnhd0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhd0,1,,,,,,,,,,,,,,,3.712,1.566,5.812992,,32,45,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhe0,yg0lcx12nnhe0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhe0,1,,,,,,,,,,,,,,,3.944,1.566,6.176304,,34,50,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhf0,yg0lcx12nnhf0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhf0,1,,,,,,,,,,,,,,,4.408,1.566,6.902928,,38,54,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhg0,yg0lcx12nnhg0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhg0,1,,,,,,,,,,,,,,,5.336,1.566,8.356176,,46,65,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhh0,yg0lcx12nnhh0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhh0,1,,,,,,,,,,,,,,,6.612,1.566,10.354392,,57,79,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhi0,yg0lcx12nnhi0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhi0,1,,,,,,,,,,,,,,,9.048,1.566,14.169168,,78,106,,,,Fri Dec 12 09:52:19 2008,,
yg0lcx,yg0lcx12nnh,yg0lcx12nnhj0,yg0lcx12nnhj0,ai0lcx,ai0lcx12nnh,ai0lcx12nnhj0,1,,,,,,,,,,,,,,,13.108,1.566,20.527128,,113,161,,,,Fri Dec 12 09:52:19 2008,,
yg0lmb,yg0lmb12lnh,yg0lmb12lnhc0,yg0lmb12nnhc0,ai0lmb,ai0lmb12lnh,ai0lmb12lnhc0,1,,,,,,,,,,,,,,108,2.436,1.566,3.814776,411.995808,21,18,,,,Fri Dec 12 09:52:19 2008,regf->(108),rscanc
yg0lmb,yg0lmb12lnh,yg0lmb12lnhd0,yg0lmb12nnhd0,ai0lmb,ai0lmb12lnh,ai0lmb12lnhd0,1,,,,,,,,,,,,,,54,2.784,1.566,4.359744,235.426176,24,20,,,,Fri Dec 12 09:52:19 2008,regf->(54),rscanc
yg0lmb,yg0lmb12lnh,yg0lmb12lnhe0,yg0lmb12nnhe0,ai0lmb,ai0lmb12lnh,ai0lmb12lnhe0,1,,,,,,,,,,,,,,184,2.9,1.566,4.5414,835.6176,25,20,,,,Fri Dec 12 09:52:19 2008,regf->(184),dsbdata45d:dsbimmdatad
yg0lmb,yg0lmb12lnh,yg0lmb12lnhf0,yg0lmb12nnhf0,ai0lmb,ai0lmb12lnh,ai0lmb12lnhf0,1,,,,,,,,,,,,,,,3.248,1.566,5.086368,,28,22,,,,Fri Dec 12 09:52:19 2008,,
yg0lmb,yg0lmb12lnh,yg0lmb12lnhg0,yg0lmb12nnhg0,ai0lmb,ai0lmb12lnh,ai0lmb12lnhg0,1,,,,,,,,,,,,,,,3.596,1.566,5.631336,,31,28,,,,Fri Dec 12 09:52:19 2008,,
