YG MAJOR,YG MINOR,YG CELL NAME,NOMINAL YG CELL NAME,AI MAJOR,AI MINOR,AI CELL NAME,MAPPING COUNT,LIB,DRAWN OR ESTIMATED,QUALITY,SHORTS/GRID,INTERFACE,X SCALE FACTOR,X GROWTH (PITCHES),Y SCALE FACTOR,LATEST CHECKIN DATE,LATEST CHECKIN OWNER,ORIGINAL CHECKIN DATE,ORIGINAL CHECKIN OWNER,COMMENTS,TOTAL INSTANCES,YG CELL WIDTH,YG CELL HEIGHT,YG CELL AREA,YG INSTANCE AREA,YG POLY PITCHES,YG DEVCOUNT,AI CELL WIDTH,AI CELL HEIGHT,AI POLY PITCHES,CSV GENERATION DATE,INSTANCE SUMMARY,FUB USAGE
yg0gna,yg0gna00ln1,yg0gna00ln1c0,yg0gna00nn1c0,ai0gna,ai0gna00ln0,ai0gna00ln0c0,1,,,,,,,,,,,,,,459,0.58,1.566,0.90828,416.90052,5,4,,,,Fri Dec 12 09:52:19 2008,datap->(83) gigacell->(1) regf->(368) rls->(7),agdecfltc:barsbd:cbbottomd:dcctagd:dcibtagd:dsbimmdatad:dsbqslow:idespdatam:idqctln:iqnuked:miictls:mlsnpd:mlstlruarym:mltagarym:mollaryd:mosld:moslnccd:mosscdecd:mpcbocohtrkd:mpmcarbd:mpvtigdtlbtrkd:rsbpc:sabhub0dh:sabhub1dh:sabhub2dh:scdpd
yg0gna,yg0gna00ln1,yg0gna00ln1c5,yg0gna00nn1c5,ai0gna,ai0gna00ln0,ai0gna00ln0c5,1,,,,,,,,,,,,,,198,0.58,1.566,0.90828,179.83944,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(19) regf->(168) rls->(11),agdecfltc:barsbd:cbbenm:cbbldm:dcrotated:dsbnatrgd:dsbpfrqd:ifldchainc:miictls:misctlcs:molhistd:mollaryd:moslnccd:mpgfxtrkd:mpvtdefaztlbd:sabhub0dh
yg0gna,yg0gna00ln1,yg0gna00ln1d0,yg0gna00nn1d0,ai0gna,ai0gna00ln0,ai0gna00ln0d0,1,,,,,,,,,,,,,,410,0.58,1.566,0.90828,372.3948,5,6,,,,Fri Dec 12 09:52:19 2008,datap->(123) regf->(278) rls->(9),agdecfltc:barsbd:cbadam:cbbottomd:cbsbfm:cbtopd:dcrotated:dsbdata01d:dsbdata23d:dsbdata45d:dsbnatrgd:giogdxcchunk:giopcichunk:idespdatam:idqctln:ifldchainc:iqlipm:mcrrdd:miictls:misctlcs:mltagaryd:molscdecd:mosld:moslnccd:mosscdecd:mpcbocohtrkd:mpgfxtrkd:mpiorddbd:mpvtdefaztrkd:mpvtigdtlbtrkd:ptpram:raflc:sabhub1dl:sabhub2dh
yg0gna,yg0gna00ln1,yg0gna00ln1d5,yg0gna00nn1d5,ai0gna,ai0gna00ln0,ai0gna00ln0d5,1,,,,,,,,,,,,,,57,0.812,1.566,1.271592,72.480744,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(8) regf->(40) rls->(9),agdecfltc:cbadam:cbtopd:dcrotated:dsbdata01d:dsbimmexpd:dsbpfrqd:iqlipm:miictls:mpgfxtrkd:mpvtdefaztlbd:ptpromprog:raflc:sabhub0dl:sabhub2dl
yg0gna,yg0gna00ln1,yg0gna00ln1e0,yg0gna00nn1e0,ai0gna,ai0gna00ln0,ai0gna00ln0e0,1,,,,,,,,,,,,,,244,0.812,1.566,1.271592,310.268448,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(115) regf->(122) rls->(7),agdecfltc:barsbd:bpnipd:cbadam:cbbenm:cbbottomd:cbbvam:cbtopd:dcrotated:dsbdata45d:dsbimmdatad:dsbnatrgd:dsbqslow:idespdatam:idqued:ifldchainc:mcrrdd:miictls:misctlcs:molscdecd:moslnccd:mpcbocohtrkd:mpgdxcd:mpgodlatd:mpiorddbd:mpmcarbd:rabygend:raflc:sabhub0dl
yg0gna,yg0gna00ln1,yg0gna00ln1e5,yg0gna00nn1e5,ai0gna,ai0gna00ln0,ai0gna00ln0e5,1,,,,,,,,,,,,,,366,1.044,1.566,1.634904,598.374864,9,12,,,,Fri Dec 12 09:52:19 2008,datap->(70) gigacell->(1) regf->(295),barsbd:cbadpm:cbbenm:cbbvam:dccstated:dcrotated:dsbdata01d:idqctln:ifldchainc:iqnuked:mcrrdd:mlstlruarym:mltagarym:molscdecd:moslnccd:mpcbocohtrkd:mpcbodbd:mpiorddbd:mpiowrdbd
yg0gna,yg0gna00ln1,yg0gna00ln1f0,yg0gna00nn1f0,ai0gna,ai0gna00ln0,ai0gna00ln0f0,1,,,,,,,,,,,,,,113,1.16,1.566,1.81656,205.27128,10,14,,,,Fri Dec 12 09:52:19 2008,datap->(69) regf->(43) rls->(1),cbadam:cbadpm:cbbottomd:cbbvam:cbivpm:cbtopd:dsbdata01d:dsbfilld:dsbofsetm:dsbqslow:idqimmd:iqsteerd:misctlcs:mlstlruarym:mosld:moslnccd:mpgdxcd:mpgfxtrkd:mpmcarbd:msram:pmsnddatam:rareclc:rscanc
yg0gna,yg0gna00ln1,yg0gna00ln1f5,yg0gna00nn1f5,ai0gna,ai0gna00ln0,ai0gna00ln0f5,1,,,,,,,,,,,,,,73,1.508,1.566,2.361528,172.391544,13,18,,,,Fri Dec 12 09:52:19 2008,datap->(24) regf->(49),cbadam:cbbenm:cbbldm:dsbdata01d:dsbdata23d:dsbdata45d:idqimmd:ifldchainc:iqsteerd:mlsqbd:mpgfxtrkd:mpmcarbd:mspatchm
yg0gna,yg0gna00ln1,yg0gna00ln1g0,yg0gna00nn1g0,ai0gna,ai0gna00ln0,ai0gna00ln0g0,1,,,,,,,,,,,,,,72,1.856,1.566,2.906496,209.267712,16,23,,,,Fri Dec 12 09:52:19 2008,datap->(22) regf->(50),cbadpm:cbbldm:dsbdata01d:dsbdata23d:idqimmd:ifiqc:iqsteerd:mlsqbd:mpcbodbd:mpgdxcd:msram:msuipmuxn:rareclc:rsldsetupc
yg0gna,yg0gna00ln1,yg0gna00ln1g5,yg0gna00nn1g5,ai0gna,ai0gna00ln0,ai0gna00ln0g5,1,,,,,,,,,,,,,,26,2.204,1.566,3.451464,89.738064,19,28,,,,Fri Dec 12 09:52:19 2008,datap->(7) regf->(19),dsbdata01d:dsbdata23d:dsbqslow:idqimmd:mlstlruarym:msuipmuxn:rareclc:sabhub0dl:scdpd
yg0gna,yg0gna00ln1,yg0gna00ln1h0,yg0gna00nn1h0,ai0gna,ai0gna00ln0,ai0gna00ln0h0,1,,,,,,,,,,,,,,44,2.784,1.566,4.359744,191.828736,24,36,,,,Fri Dec 12 09:52:19 2008,datap->(28) regf->(16),cbadam:cbtopd:ifiqc:iqsteerd:mlstlruarym:mpcbodbd:mpgfxtrkd:mpgodlatd:msuipmuxn
yg0gna,yg0gna00nn1,yg0gna00nn1a5,yg0gna00nn1a5,ai0gna,ai0gna00nn0,ai0gna00nn0a5,1,,,,,,,,,,,,,,734,0.464,1.566,0.726624,533.342016,4,4,,,,Fri Dec 12 09:52:19 2008,datap->(108) regf->(626),agsrfd:dcibbankd:mollaryd:molraryd:pcierf8dmid:rscanc:rssched
yg0gna,yg0gna00nn1,yg0gna00nn1b0,yg0gna00nn1b0,ai0gna,ai0gna00nn0,ai0gna00nn0b0,1,,,,,,,,,,,,,,202,0.58,1.566,0.90828,183.47256,5,4,,,,Fri Dec 12 09:52:19 2008,datap->(19) regf->(183),agsrfd:baaddpvd:bpstewd:bptargettrgm:dcrotated:dsbnatrgd:ifdatabankhd:ifdatabankld:ifdatalatpard:ifldchainc:mlsqd:rsuopc
yg0gna,yg0gna00nn1,yg0gna00nn1b5,yg0gna00nn1b5,ai0gna,ai0gna00nn0,ai0gna00nn0b5,1,,,,,,,,,,,,,,94,0.58,1.566,0.90828,85.37832,5,4,,,,Fri Dec 12 09:52:19 2008,datap->(29) regf->(65),agsrfd:bpprednpriod:bptargettagm:dcctagd:milomxfd:milomxsd:rseumtxc
yg0gna,yg0gna00nn1,yg0gna00nn1c0,yg0gna00nn1c0,ai0gna,ai0gna00nn0,ai0gna00nn0c0,1,,,,,,,,,,,,,,88,0.58,1.566,0.90828,79.92864,5,4,,,,Fri Dec 12 09:52:19 2008,datap->(47) regf->(41),baaddpvd:bpitargetm:dcctagd:dcrotated:dtdataryd:fpmgensd:fpmrndd:ifiqaddrc:iftlbd:milomxsd:misdbm:mosld:mosscdecd:robttd:rsbpc
yg0gna,yg0gna00nn1,yg0gna00nn1c5,yg0gna00nn1c5,ai0gna,ai0gna00nn0,ai0gna00nn0c5,1,,,,,,,,,,,,,,590,0.58,1.566,0.90828,535.8852,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(534) regf->(56),alroxd:bpglobalm:cbeccd:dccstated:dcctagd:dcphyadrd:mirsmxid:pmpdearyd:rahtc:rsbpc
yg0gna,yg0gna00nn1,yg0gna00nn1d0,yg0gna00nn1d0,ai0gna,ai0gna00nn0,ai0gna00nn0d0,1,,,,,,,,,,,,,,403,0.58,1.566,0.90828,366.03684,5,6,,,,Fri Dec 12 09:52:19 2008,datap->(70) regf->(333),alroxd:bpitargetm:bptargettrgm:dcibtagd:dciparrayd:dcphyadrd:dsbdata45d:dsbimmexpd:dsbqfast:dtdataryd:fpaalgd:fpmgensd:idqctln:ifldchainc:mipresrfd:misdbm:mollaryd:mosraryd:mosscdecd:rowbac:rsbpc:rseumtxc
yg0gna,yg0gna00nn1,yg0gna00nn1d5,yg0gna00nn1d5,ai0gna,ai0gna00nn0,ai0gna00nn0d5,1,,,,,,,,,,,,,,374,0.812,1.566,1.271592,475.575408,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(80) regf->(294),barsbd:bptargettrgm:dcctagd:dcibtagd:dciparrayd:dcrotated:dsbdata45d:dsbnatrgd:dsbqslow:misdbm:msdecn:rowbac:rseumtxc:rseusetupc:rsuopc
yg0gna,yg0gna00nn1,yg0gna00nn1e0,yg0gna00nn1e0,ai0gna,ai0gna00nn0,ai0gna00nn0e0,1,,,,,,,,,,,,,,406,0.812,1.566,1.271592,516.266352,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(267) regf->(139),alroxd:bpitargetm:cbaddrm:cbivpm:dcbdatan:dcctagd:dcibtagd:dcphyadrd:dsbqfast:dsbqslow:dttagaryd:fpaalgd:fparndd:iecrud:ifdataparityd:ifvcsbd:milomxfd:milomxsd:mosscdecd:raramc:roptrd:rscanc:rseusetupc:rsldmtxc:rsldsetupc
yg0gna,yg0gna00nn1,yg0gna00nn1e5,yg0gna00nn1e5,ai0gna,ai0gna00nn0,ai0gna00nn0e5,1,,,,,,,,,,,,,,124,1.044,1.566,1.634904,202.728096,9,12,,,,Fri Dec 12 09:52:19 2008,datap->(81) regf->(43),baaddpvd:bpbitarym:bpstewd:dcctagd:dcibtagd:dciparrayd:dcphyadrd:dcrotated:mihimxfd:milomxfd:milomxsd:mosscdecd:roptrd
yg0gna,yg0gna00nn1,yg0gna00nn1f0,yg0gna00nn1f0,ai0gna,ai0gna00nn0,ai0gna00nn0f0,1,,,,,,,,,,,,,,192,1.16,1.566,1.81656,348.77952,10,14,,,,Fri Dec 12 09:52:19 2008,datap->(43) regf->(149),alrsd:bpitargetm:cbbldm:cbbvam:dcctagd:dcibtagd:dcphyadrd:dsbdata45d:dsbimmdatad:dtdataryd:fpaaddd:fparndd:idqctln:mihimxfd:milomxfd:milomxsd:mosld:mosraryd:mosscdecd:rsbpc:rseumtxc:rseusetupc
yg0gna,yg0gna00nn1,yg0gna00nn1f5,yg0gna00nn1f5,ai0gna,ai0gna00nn0,ai0gna00nn0f5,1,,,,,,,,,,,,,,138,1.508,1.566,2.361528,325.890864,13,18,,,,Fri Dec 12 09:52:19 2008,datap->(27) regf->(111),agsrfd:alrsd:cbadpm:cbbenm:dccstated:dcibtagd:dciparrayd:dttagaryd:fpaalgd:mihimxfd:milomxsd:molraryd:mspatchm:raramc:rsuopc
yg0gna,yg0gna00nn1,yg0gna00nn1g0,yg0gna00nn1g0,ai0gna,ai0gna00nn0,ai0gna00nn0g0,1,,,,,,,,,,,,,,135,1.856,1.566,2.906496,392.37696,16,23,,,,Fri Dec 12 09:52:19 2008,datap->(96) regf->(39),cbbldm:cbblpm:cbbottomd:cbivpm:dcibtagd:dcphyadrd:dsbqfast:dtiobrkc:fpaalgd:ifiqc:iqnuked:mihimxfd:milomxfd:mlsqd:molhistd:molraryd:pmpdearyd:roptrd
yg0gna,yg0gna00nn1,yg0gna00nn1g5,yg0gna00nn1g5,ai0gna,ai0gna00nn0,ai0gna00nn0g5,1,,,,,,,,,,,,,,61,2.204,1.566,3.451464,210.539304,19,28,,,,Fri Dec 12 09:52:19 2008,datap->(8) regf->(53),agsrfd:cbtopd:dccstated:dcibtagd:fpaalgd:mlsqd:molraryd:rahtc:rareclc:rsldsetupc
yg0gna,yg0gna00nn1,yg0gna00nn1h0,yg0gna00nn1h0,ai0gna,ai0gna00nn0,ai0gna00nn0h0,1,,,,,,,,,,,,,,35,2.784,1.566,4.359744,152.59104,24,36,,,,Fri Dec 12 09:52:19 2008,datap->(2) regf->(33),dttagaryd:mihimxfd:mlsqd:molraryd
yg0gno,yg0gno00ld1,yg0gno00ld1g0,yg0gno00nn1g0,ai0gno,ai0gno00ld0,ai0gno00ld0g0,1,,,,,,,,,,,,,,,1.74,3.132,5.44968,,15,30,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00ld1,yg0gno00ld1g5,yg0gno00nn1g5,ai0gno,ai0gno00ld0,ai0gno00ld0g5,1,,,,,,,,,,,,,,,2.088,3.132,6.539616,,18,39,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00ld1,yg0gno00ld1h0,yg0gno00nn1h0,ai0gno,ai0gno00ld0,ai0gno00ld0h0,1,,,,,,,,,,,,,,,2.436,3.132,7.629552,,21,48,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00ln1,yg0gno00ln1a5,yg0gno00nn1a5,ai0gno,ai0gno00ln0,ai0gno00ln0a5,1,,,,,,,,,,,,,,,0.58,1.566,0.90828,,5,5,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00ln1,yg0gno00ln1b0,yg0gno00nn1b0,ai0gno,ai0gno00ln0,ai0gno00ln0b0,1,,,,,,,,,,,,,,9,0.58,1.566,0.90828,8.17452,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(1) regf->(2) rls->(6),agdecfltc:bpitargetm:fpactls:idespdatam:ifldchainc
yg0gno,yg0gno00ln1,yg0gno00ln1b5,yg0gno00nn1b5,ai0gno,ai0gno00ln0,ai0gno00ln0b5,1,,,,,,,,,,,,,,68,0.58,1.566,0.90828,61.76304,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(25) regf->(43),barsbd:bpbitarym:bpitargetm:bptargettrgm:dccstated:dcrotated:dsbpfrqd:ifdatalatpard:mltagaryd:mollaryd:rsbpc
yg0gno,yg0gno00ln1,yg0gno00ln1c0,yg0gno00nn1c0,ai0gno,ai0gno00ln0,ai0gno00ln0c0,1,,,,,,,,,,,,,,186,0.58,1.566,0.90828,168.94008,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(88) regf->(73) repeater->(24) rls->(1),barsbd:cbakpm:cbblpm:cbbottomd:dcrotated:dsbnatrgd:exehsih0rptd:exehsil0rptd:fpactls:iealumx5c:iemulld:mollaryd:mpgfxtrkd:pcierf8dmid:ptpromprog:rsbpc:sabhub0dh
yg0gno,yg0gno00ln1,yg0gno00ln1c5,yg0gno00nn1c5,ai0gno,ai0gno00ln0,ai0gno00ln0c5,1,,,,,,,,,,,,,,429,0.812,1.566,1.271592,545.512968,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(83) regf->(346),cbadam:cbadpm:cbcltstd:dciparrayd:dcrotated:dsbofsetm:mccmuxd:molhistd:mpgfxtrkd:mpringifcd:mpvtdefaztlbd:mpvtdefaztrkd:pcierf8dmid
yg0gno,yg0gno00ln1,yg0gno00ln1d0,yg0gno00nn1d0,ai0gno,ai0gno00ln0,ai0gno00ln0d0,1,,,,,,,,,,,,,,645,0.812,1.566,1.271592,820.17684,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(33) regf->(612),barsbd:bpglobalm:cbbenm:cbbvam:cbivpm:cbsbfm:dccstated:dcibbankd:dcibtagd:dcphyadrd:dsbdata01d:dsbimmdatad:dsbqslow:dsbsortd:giogdxcchunk:giopcichunk:idespdatam:idqctln:ifldchainc:molscdecd:mpcbocohtrkd:mpringifcd:mpvtdefaztlbd:ptpram:ptpromprog:raflc:raphtc:rsbpc:sabhub0dh:sabhub0dl:scdpd
yg0gno,yg0gno00ln1,yg0gno00ln1d5,yg0gno00nn1d5,ai0gno,ai0gno00ln0,ai0gno00ln0d5,1,,,,,,,,,,,,,,233,0.928,1.566,1.453248,338.606784,8,10,,,,Fri Dec 12 09:52:19 2008,datap->(17) gigacell->(1) regf->(215),cbadam:cbadpm:dcrotated:dsbdata45d:idqctln:ifldchainc:mcwdbd:mltagarym:mpringifcd:mpvtdefaztlbd:ptpram
yg0gno,yg0gno00ln1,yg0gno00ln1e0,yg0gno00nn1e0,ai0gno,ai0gno00ln0,ai0gno00ln0e0,1,,,,,,,,,,,,,,306,1.16,1.566,1.81656,555.86736,10,13,,,,Fri Dec 12 09:52:19 2008,datap->(22) regf->(284),alrsd:cbadam:cbadpm:cbakpm:cbbenm:cbbldm:cbbvam:cbivpm:dcrotated:dsbimmdatad:dsbimmexpd:dsbpfrqd:dsbqslow:idqctln:mltagaryd:mollaryd:mpgfxtrkd:msram:ptpromprog:rabygend:raflc:raphtc:rsbpc:rsimmc:sabhub0dh
yg0gno,yg0gno00ln1,yg0gno00ln1e5,yg0gno00nn1e5,ai0gno,ai0gno00ln0,ai0gno00ln0e5,1,,,,,,,,,,,,,,86,1.392,1.566,2.179872,187.468992,12,17,,,,Fri Dec 12 09:52:19 2008,datap->(8) regf->(78),bpbitarym:cbadpm:cbbldm:cbblpm:dcctagd:dcrotated:dtdataryd:idespdatam:idqctln:mpcbocohtrkd:mpgfxtrkd:mpvtigdtlbtrkd:pcierf16d:rabygend:rsbpc:sabhub0dh
yg0gno,yg0gno00ln1,yg0gno00ln1f0,yg0gno00nn1f0,ai0gno,ai0gno00ln0,ai0gno00ln0f0,1,,,,,,,,,,,,,,55,1.74,1.566,2.72484,149.8662,15,22,,,,Fri Dec 12 09:52:19 2008,datap->(15) gigacell->(2) regf->(38),cbadpm:cbblpm:cbbottomd:cbtopd:dclrud:dsbimmdatad:dsbqslow:idqctln:mltagarym:mollaryd:mpgfxtrkd:mpgodlatd:mpringifcd:mpvtdefaztrkd
yg0gno,yg0gno00ln1,yg0gno00ln1f5,yg0gno00nn1f5,ai0gno,ai0gno00ln0,ai0gno00ln0f5,1,,,,,,,,,,,,,,51,2.088,1.566,3.269808,166.760208,18,23,,,,Fri Dec 12 09:52:19 2008,datap->(17) regf->(34),bpitargetm:cbblpm:dsbdata01d:dsbdata23d:dsbdata45d:mltagaryd:mpcbocohtrkd:raphtc:rsldsetupc
yg0gno,yg0gno00ln1,yg0gno00ln1g0,yg0gno00nn1g0,ai0gno,ai0gno00ln0,ai0gno00ln0g0,1,,,,,,,,,,,,,,44,2.668,1.566,4.178088,183.835872,23,30,,,,Fri Dec 12 09:52:19 2008,datap->(14) gigacell->(1) regf->(29),cbcltstd:cbivpm:dsbnatrgd:dsbqslow:dtdataryd:iqnuked:mltagarym:mpcbodbd:msuipmuxn:ptpromprog
yg0gno,yg0gno00ln1,yg0gno00ln1g5,yg0gno00nn1g5,ai0gno,ai0gno00ln0,ai0gno00ln0g5,1,,,,,,,,,,,,,,9,3.364,1.566,5.268024,47.412216,29,39,,,,Fri Dec 12 09:52:19 2008,regf->(9),bptargettrgm:mpcbocohtrkd:sabhub0dh
yg0gno,yg0gno00ln1,yg0gno00ln1h0,yg0gno00nn1h0,ai0gno,ai0gno00ln0,ai0gno00ln0h0,1,,,,,,,,,,,,,,1,4.176,1.566,6.539616,6.539616,36,49,,,,Fri Dec 12 09:52:19 2008,datap->(1),ifiqc
yg0gno,yg0gno00nd1,yg0gno00nd1g0,yg0gno00nn1g0,ai0gno,ai0gno00nd0,ai0gno00nd0g0,1,,,,,,,,,,,,,,,1.74,3.132,5.44968,,15,30,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00nd1,yg0gno00nd1g5,yg0gno00nn1g5,ai0gno,ai0gno00nd0,ai0gno00nd0g5,1,,,,,,,,,,,,,,,2.088,3.132,6.539616,,18,39,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00nd1,yg0gno00nd1h0,yg0gno00nn1h0,ai0gno,ai0gno00nd0,ai0gno00nd0h0,1,,,,,,,,,,,,,,,2.436,3.132,7.629552,,21,48,,,,Fri Dec 12 09:52:19 2008,,
yg0gno,yg0gno00nn1,yg0gno00nn1a5,yg0gno00nn1a5,ai0gno,ai0gno00nn0,ai0gno00nn0a5,1,,,,,,,,,,,,,,865,0.58,1.566,0.90828,785.6622,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(649) regf->(216),dcbdatan:fpmrndd:ifiqaddrc:mihimxsd:mollaryd:molraryd:mosraryd:rowbac:rscanc:rseusetupc
yg0gno,yg0gno00nn1,yg0gno00nn1b0,yg0gno00nn1b0,ai0gno,ai0gno00nn0,ai0gno00nn0b0,1,,,,,,,,,,,,,,242,0.58,1.566,0.90828,219.80376,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(38) regf->(204),barsbd:dcl1bankd:dtdataryd:ifdatalatpard:ifldchainc:mihimxsd:milomxfd:mollaryd:moslaryd:rolbrm:rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc
yg0gno,yg0gno00nn1,yg0gno00nn1b5,yg0gno00nn1b5,ai0gno,ai0gno00nn0,ai0gno00nn0b5,1,,,,,,,,,,,,,,171,0.58,1.566,0.90828,155.31588,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(148) regf->(23),bpitargetm:dsbpfrqd:dtdataryd:dttagaryd:ieslowuopd:ifldchainc:mihimxfd:milomxsd:misdbm:molraryd:molscdecd:rsbpc
yg0gno,yg0gno00nn1,yg0gno00nn1c0,yg0gno00nn1c0,ai0gno,ai0gno00nn0,ai0gno00nn0c0,1,,,,,,,,,,,,,,321,0.58,1.566,0.90828,291.55788,5,5,,,,Fri Dec 12 09:52:19 2008,datap->(120) regf->(201),alroxd:barsbd:dsbdata45d:dsbtagm:fpaalgd:fpmgensd:idqued:iemulld:ifiqaddrc:ifldchainc:ifvcsbd:mihimxfd:milomxfd:milomxsd:mirsmxid:mollaryd:molraryd:moslaryd:pmpdearyd:roalc:rowbac:rsldsetupc:rssched:sishufhd
yg0gno,yg0gno00nn1,yg0gno00nn1c5,yg0gno00nn1c5,ai0gno,ai0gno00nn0,ai0gno00nn0c5,1,,,,,,,,,,,,,,129,0.812,1.566,1.271592,164.035368,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(61) regf->(68),agmead:barsbd:cbadam:dcibbankd:dtdataryd:fpmgensd:ifldchainc:molscdecd:moslaryd:rsbpc:rseumtxc:sishufld
yg0gno,yg0gno00nn1,yg0gno00nn1d0,yg0gno00nn1d0,ai0gno,ai0gno00nn0,ai0gno00nn0d0,1,,,,,,,,,,,,,,229,0.812,1.566,1.271592,291.194568,7,9,,,,Fri Dec 12 09:52:19 2008,datap->(66) regf->(163),bpglobalm:dcibbankd:dsbdata01d:fpmgensd:ifldchainc:iftlbd:ifvcsbd:mipresrfd:misdbm:molraryd:moslnaryd:mspatchm:pmpdearyd:rowbac:rseusetupc:rsldsetupc
yg0gno,yg0gno00nn1,yg0gno00nn1d5,yg0gno00nn1d5,ai0gno,ai0gno00nn0,ai0gno00nn0d5,1,,,,,,,,,,,,,,111,0.928,1.566,1.453248,161.310528,8,10,,,,Fri Dec 12 09:52:19 2008,datap->(27) regf->(84),agsrfd:bpglobalm:bpitargetm:dcbdatan:dclrud:dsbdata45d:dsbqfast:fpmgensd:milomxsd:mirsmxid:rolbrm:rowbac
yg0gno,yg0gno00nn1,yg0gno00nn1e0,yg0gno00nn1e0,ai0gno,ai0gno00nn0,ai0gno00nn0e0,1,,,,,,,,,,,,,,607,1.16,1.566,1.81656,1102.65192,10,13,,,,Fri Dec 12 09:52:19 2008,datap->(71) regf->(536),alroxd:bpglobalm:bptargettrgm:cbbvam:dcctagd:dcibbankd:dcibtagd:dsbimmdatad:dsbqfast:fpaalgd:idqued:ifvcsbd:milomxfd:milomxid:milomxsd:mirsmxid:misdbm:mollaryd:mspatchm:pmpdearyd:pmsnddatam:rortbufd:rowbac:rseusetupc:rsfpprfhc:rsfpprflc:rsintprfc:rssimdprfhc:rssimdprflc
yg0gno,yg0gno00nn1,yg0gno00nn1e5,yg0gno00nn1e5,ai0gno,ai0gno00nn0,ai0gno00nn0e5,1,,,,,,,,,,,,,,379,1.392,1.566,2.179872,826.171488,12,17,,,,Fri Dec 12 09:52:19 2008,datap->(13) regf->(366),bpglobalm:cbbldm:dccstated:dsbimmdatad:dtdataryd:fpmwtreefd:idqctln:milomxsd:mipresrfd:mirsmxid:molraryd:molscdecd:msram:raramc:rseumtxc:rseusetupc
yg0gno,yg0gno00nn1,yg0gno00nn1f0,yg0gno00nn1f0,ai0gno,ai0gno00nn0,ai0gno00nn0f0,1,,,,,,,,,,,,,,117,1.74,1.566,2.72484,318.80628,15,22,,,,Fri Dec 12 09:52:19 2008,datap->(37) regf->(80),cbadam:dcibbankd:dcibtagd:dcphyadrd:dsbdata45d:dsbimmdatad:dsbimmexpd:dtdataryd:dtiobrkc:fpmrndd:idqued:ifldchainc:iftlbd:ifvcsbd:milomxsd:mirsmxid:molraryd:pmpdearyd:raphtc:raramc:sishufld
yg0gno,yg0gno00nn1,yg0gno00nn1f5,yg0gno00nn1f5,ai0gno,ai0gno00nn0,ai0gno00nn0f5,1,,,,,,,,,,,,,,177,2.088,1.566,3.269808,578.756016,18,23,,,,Fri Dec 12 09:52:19 2008,datap->(44) regf->(133),dcibtagd:dcrotated:dsbdata45d:dsbimmdatad:dsbnatrgd:fpmrndd:iqnuked:mihimxfd:milomxsd:mirsmxid:misdbm:mspatchm:raphtc:raramc:rowbac
yg0gno,yg0gno00nn1,yg0gno00nn1g0,yg0gno00nn1g0,ai0gno,ai0gno00nn0,ai0gno00nn0g0,1,,,,,,,,,,,,,,50,2.668,1.566,4.178088,208.9044,23,30,,,,Fri Dec 12 09:52:19 2008,datap->(27) regf->(23),dcibtagd:dsbimmdatad:dsbqfast:fpdqremd:fpmwtreefd:idqctln:pmdpregd:roptrd:rseusetupc:rsldsetupc
yg0gno,yg0gno00nn1,yg0gno00nn1g5,yg0gno00nn1g5,ai0gno,ai0gno00nn0,ai0gno00nn0g5,1,,,,,,,,,,,,,,18,3.364,1.566,5.268024,94.824432,29,39,,,,Fri Dec 12 09:52:19 2008,datap->(7) regf->(11),bpglobalm:dcrotated:mollaryd:pmdpregd:rareclc
yg0gno,yg0gno00nn1,yg0gno00nn1h0,yg0gno00nn1h0,ai0gno,ai0gno00nn0,ai0gno00nn0h0,1,,,,,,,,,,,,,,27,4.176,1.566,6.539616,176.569632,36,49,,,,Fri Dec 12 09:52:19 2008,datap->(17) regf->(9) rom->(1),bptargettrgm:idqctln:ifvcsbd:miromcfd:msdecn:rsldsetupc
yg0gor,yg0gor00ld1,yg0gor00ld1i0,yg0gor00nn1i0,ai0gor,ai0gor00kd0,ai0gor00kd0i0,1,,,,,,,,,,,,,,,2.552,3.132,7.992864,,22,52,,,,Fri Dec 12 09:52:19 2008,,
