Flow,Error Code,finish,lor1_signoff,Comment,Description
DVE,IP_105,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_105: max ratio of metal5 area to only ngate not connected to a discharge device > IP_105
DVE,IP_106,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_106: max ratio of metal6 area to only ngate not connected to a discharge device > IP_106
DVE,IP_107,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_107: max ratio of metal7 area to only ngate not connected to a discharge device > IP_107
DVE,IP_108,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_108: max ratio of metal8 area to only ngate not connected to a discharge device > IP_108
DVE,IP_109,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_109: max ratio of metal9 area to only ngate not connected to a discharge device > IP_109
DVE,IP_11,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_11: max ratio of metal1 area to ngate connected to only drain > IP_11
DVE,IP_12,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_12: max ratio of metal2 area to ngate connected to only drain > IP_12
DVE,IP_13,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_13: max ratio of metal3 area to ngate connected to only drain > IP_13
DVE,IP_14,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_14: max ratio of metal4 area to ngate connected to only drain > IP_14
DVE,IP_15,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_15: max ratio of metal5 area to ngate connected to only drain > IP_15
DVE,IP_16,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_16: max ratio of metal6 area to ngate connected to only drain > IP_16
DVE,IP_17,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_17: max ratio of metal7 area to ngate connected to only drain > IP_17
DVE,IP_18,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_18: max ratio of metal8 area to ngate connected to only drain > IP_18
DVE,IP_19,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_19: max ratio of metal9 area to ngate connected to only drain > IP_19
DVE,IP_20,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_20: max ratio of gcn+tcn area to only pgate not connected to a discharge device > IP_20
DVE,IP_21,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_21: max ratio of metal1 area to only pgate not connected to a discharge device > IP_21
DVE,IP_22,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_22: max ratio of metal2 area to only pgate not connected to a discharge device > IP_22
DVE,IP_23,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_23: max ratio of metal3 area to only pgate not connected to a discharge device > IP_23
DVE,IP_24,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_24: max ratio of metal4 area to only pgate not connected to a discharge device > IP_24
DVE,IP_25,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_25: max ratio of metal5 area to only pgate not connected to a discharge device > IP_25
DVE,IP_26,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_26: max ratio of metal6 area to only pgate not connected to a discharge device > IP_26
DVE,IP_27,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_27: max ratio of metal7 area to only pgate not connected to a discharge device > IP_27
DVE,IP_28,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_28: max ratio of metal8 area to only pgate not connected to a discharge device > IP_28
DVE,IP_29,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_29: max ratio of metal9 area to only pgate not connected to a discharge device > IP_29
DVE,IP_31,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_31: max ratio of metal1 area to pgate connected to only drain > IP_31
DVE,IP_32,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_32: max ratio of metal2 area to pgate connected to only drain > IP_32
DVE,IP_33,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_33: max ratio of metal3 area to pgate connected to only drain > IP_33
DVE,IP_34,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_34: max ratio of metal4 area to pgate connected to only drain > IP_34
DVE,IP_35,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_35: max ratio of metal5 area to pgate connected to only drain > IP_35
DVE,IP_36,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_36: max ratio of metal6 area to pgate connected to only drain > IP_36
DVE,IP_37,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_37: max ratio of metal7 area to pgate connected to only drain > IP_37
DVE,IP_38,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_38: max ratio of metal8 area to pgate connected to only drain > IP_38
DVE,IP_39,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_39: max ratio of metal9 area to pgate connected to only drain > IP_39
DVE,IP_40,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_40: max ratio of via0 area to ngate not connected to a discharge device > IP_40
DVE,IP_41,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_41: max ratio of via1 area to ngate not connected to a discharge device > IP_41
DVE,IP_42,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_42: max ratio of via2 area to ngate not connected to a discharge device > IP_42
DVE,IP_43,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_43: max ratio of via3 area to ngate not connected to a discharge device > IP_43
DVE,IP_44,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_44: max ratio of via4 area to ngate not connected to a discharge device > IP_44
DVE,IP_45,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_45: max ratio of via5 area to ngate not connected to a discharge device > IP_45
DVE,IP_46,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_46: max ratio of via6 area to ngate not connected to a discharge device > IP_46
DVE,IP_47,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_47: max ratio of via7 area to ngate not connected to a discharge device > IP_47
DVE,IP_48,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_48: max ratio of via8 area to ngate not connected to a discharge device > IP_48
DVE,IP_49,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_49: max ratio of metal6 area to ngate+pgate not connected to a discharge device > IP_49
DVE,IP_50,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_50: max ratio of via0 area to ngate connected to a discharge device > IP_50
DVE,IP_51,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_51: max ratio of via1 area to ngate connected to a discharge device > IP_51
DVE,IP_52,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_52: max ratio of via2 area to ngate connected to a discharge device > IP_52
DVE,IP_53,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_53: max ratio of via3 area to ngate connected to a discharge device > IP_53
DVE,IP_54,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_54: max ratio of via4 area to ngate connected to a discharge device on a non vcc*/vss* node > IP_54
DVE,IP_55,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_55: max ratio of via5 area to ngate connected to a discharge device on a non vcc*/vss* node > IP_55
DVE,IP_56,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_56: max ratio of via6 area to ngate connected to a discharge device on a non vcc*/vss* node > IP_56
DVE,IP_57,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_57: max ratio of via7 area to ngate connected to a discharge device on a non vcc*/vss* node > IP_57
DVE,IP_58,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_58: max ratio of via8 area to ngate connected to a discharge device on a non vcc*/vss* node > IP_58
DVE,IP_59,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_59: max ratio of metal7 area to ngate+pgate not connected to a discharge device > IP_59
DVE,IP_60,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_60: max ratio of via0 area to pgate not connected to a discharge device > IP_60
DVE,IP_61,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_61: max ratio of via1 area to pgate not connected to a discharge device > IP_61
DVE,IP_62,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_62: max ratio of via2 area to pgate not connected to a discharge device > IP_62
DVE,IP_63,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_63: max ratio of via3 area to pgate not connected to a discharge device > IP_63
DVE,IP_64,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_64: max ratio of via4 area to pgate not connected to a discharge device > IP_64
DVE,IP_65,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_65: max ratio of via5 area to pgate not connected to a discharge device > IP_65
DVE,IP_66,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_66: max ratio of via6 area to pgate not connected to a discharge device > IP_66
DVE,IP_67,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_67: max ratio of via7 area to pgate not connected to a discharge device > IP_67
DVE,IP_68,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_68: max ratio of via8 area to pgate not connected to a discharge device > IP_68
DVE,IP_69,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_69: max ratio of metal8 area to ngate+pgate not connected to a discharge device > IP_69
DVE,IP_70,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_70: max ratio of via0 area to pgate connected to a discharge device > IP_70
DVE,IP_71,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_71: max ratio of via1 area to pgate connected to a discharge device > IP_71
DVE,IP_72,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_72: max ratio of via2 area to pgate connected to a discharge device > IP_72
DVE,IP_73,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_73: max ratio of via3 area to pgate connected to a discharge device > IP_73
DVE,IP_74,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_74: max ratio of via4 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_74
DVE,IP_74,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_74: max ratio of via4 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_74
DVE,IP_75,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_75: max ratio of via5 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_75
DVE,IP_75,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_75: max ratio of via5 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_75
DVE,IP_76,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_76: max ratio of via6 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_76
DVE,IP_76,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_76: max ratio of via6 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_76
DVE,IP_77,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_77: max ratio of via7 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_77
DVE,IP_77,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_77: max ratio of via7 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_77
DVE,IP_78,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_78: max ratio of via8 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_78
DVE,IP_78,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_78: max ratio of via8 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_78
DVE,IP_79,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_79: max ratio of metal9 area to ngate+pgate not connected to a discharge device > IP_79
DVE,IP_81,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_81: max ratio of via4 area to ngate connected to a discharge device on a vcc*/vss* node > IP_81
DVE,IP_82,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_82: max ratio of via5 area to ngate connected to a discharge device on a vcc*/vss* node > IP_82
DVE,IP_83,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_83: max ratio of via6 area to ngate connected to a discharge device on a vcc*/vss* node > IP_83
DVE,IP_84,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_84: max ratio of via7 area to ngate connected to a discharge device on a vcc*/vss* node > IP_84
DVE,IP_85,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_85: max ratio of via8 area to ngate connected to a discharge device on a vcc*/vss* node > IP_85
DVE,IP_86,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_86: max ratio of via4 area to pgate connected to a discharge device on a vcc*/vss* node > IP_86
DVE,IP_86,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_86: max ratio of via4 area to pgate connected to a discharge device on a vcc*/vss* node > IP_86
DVE,IP_87,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_87: max ratio of via5 area to pgate connected to a discharge device on a vcc*/vss* node > IP_87
DVE,IP_87,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_87: max ratio of via5 area to pgate connected to a discharge device on a vcc*/vss* node > IP_87
DVE,IP_88,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_88: max ratio of via6 area to pgate connected to a discharge device on a vcc*/vss* node > IP_88
DVE,IP_88,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_88: max ratio of via6 area to pgate connected to a discharge device on a vcc*/vss* node > IP_88
DVE,IP_89,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_89: max ratio of via7 area to pgate connected to a discharge device on a vcc*/vss* node > IP_89
DVE,IP_89,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_89: max ratio of via7 area to pgate connected to a discharge device on a vcc*/vss* node > IP_89
DVE,IP_90,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_90: max ratio of via8 area to pgate connected to a discharge device on a vcc*/vss* node > IP_90
DVE,IP_90,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_90: max ratio of via8 area to pgate connected to a discharge device on a vcc*/vss* node > IP_90
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal1 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal2 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal3 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal4 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal5 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal6 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal7 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal8 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (metal9 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_91: limit ratio of (tcn+gcn area)/ze > IP_91 on non-grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal1 area)/ze > IP_95 with metal1 to ngate area > IP_11/IP_31 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal2 area)/ze > IP_95 with metal2 to ngate area > IP_12/IP_32 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal3 area)/ze > IP_95 with metal3 to ngate area > IP_13/IP_33 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal4 area)/ze > IP_95 with metal4 to ngate area > IP_14/IP_34 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal5 area)/ze > IP_95 with metal5 to ngate area > IP_15/IP_35 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal6 area)/ze > IP_95 with metal6 to ngate area > IP_16/IP_36 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal7 area)/ze > IP_95 with metal7 to ngate area > IP_17/IP_37 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal8 area)/ze > IP_95 with metal8 to ngate area > IP_18/IP_38 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (metal9 area)/ze > IP_95 with metal9 to ngate area > IP_19/IP_39 on grounded source drain
DVE,IP_95,disable,enable,"NAC rules not handled by migration (Penryn enac, if required)",IP_95: limit ratio of (tcn+gcn area)/ze > IP_95 with tcn+gcn to ngate area > IP_80/IP_30 on grounded source drain
DVE,J_01,disable,enable,Blocking mask rules not handled by migration,J_01: mnsd width < J_01
DVE,J_02,disable,enable,Blocking mask rules not handled by migration,J_02: mnsd space < J_02
DVE,J_03,disable,enable,Blocking mask rules not handled by migration,J_03: nactive space to mnsd < J_03
DVE,J_04,disable,enable,Blocking mask rules not handled by migration,J_04: n-tip block space to ntap < J_04
DVE,J_05,disable,enable,Blocking mask rules not handled by migration,J_05: mnsd enclosure of pactive < J_05
DVE,J_06,disable,enable,Blocking mask rules not handled by migration,J_06: mnsd enclosure of ptap < J_06
DVE,J_08,disable,enable,Blocking mask rules not handled by migration,J_08: mnsd area < J_08
DVE,J_09,disable,enable,Blocking mask rules not handled by migration,J_09: min allowed drawn mnsd hole area < J_09
DVE,J_10,disable,enable,Blocking mask rules not handled by migration,J_10: nwell encl n-tip block < J_10
DVE,J_11,disable,enable,Blocking mask rules not handled by migration,J_11: n-tip block space to active ndiff edge < J_11
DVE,J_12,disable,enable,Blocking mask rules not handled by migration,J_12: n-tip block enclosure of active pdiff edge < J_12
DVE,J_13,disable,enable,Blocking mask rules not handled by migration,J_13: min mnsd seg. len. when adj at corner = J_13
DVE,J_14,disable,enable,Blocking mask rules not handled by migration,J_14: min mnsd convex corner encl of active p+ diff corner = J_14
DVE,J_15,disable,enable,Blocking mask rules not handled by migration,J_15: min mnsd concave corner space to active n+ diff corner = J_15
DVE,K_10,disable,enable,Blocking mask rules not handled by migration,K_10: nwell space p-tip block < K_10
DVE,K_11,disable,enable,Blocking mask rules not handled by migration,K_11: p-tip block space to active pdiff edge < K_11
DVE,K_12,disable,enable,Blocking mask rules not handled by migration,K_12: p-tip block enclosure of active ndiff edge < K_12
DVE,K_13,disable,enable,Blocking mask rules not handled by migration,K_13: min mpsd seg. len. when adj at corner = K_13
DVE,K_14,disable,enable,Blocking mask rules not handled by migration,K_14: min mpsd convex corner encl of active n+ diff corner = K_14
DVE,K_15,disable,enable,Blocking mask rules not handled by migration,K_15: min mpsd concave corner space to active p+ diff corner = K_15
DVE,LD_01,disable,disable,Not part of DRCD flow,LD_01: local pdiff density < LD_01
DVE,LD_02,disable,enable,Not part of DRCD flow,LD_02: local pdiff density > LD_02
DVE,LD_03,disable,disable,Not part of DRCD flow,LD_03: local diff density < LD_03
DVE,LD_04,disable,enable,Not part of DRCD flow,LD_04: local diff density > LD_04
DVE,LD_05,disable,disable,Not part of DRCD flow,LD_05: local poly density < LD_05
DVE,LD_05_L,disable,disable,Not part of DRCD flow,LD_05_L: local poly density < LD_05_L
DVE,LD_05_S,disable,disable,Not part of DRCD flow,LD_05_S: local poly density < LD_05_S
DVE,LD_06,disable,enable,Not part of DRCD flow,LD_06: local poly density > LD_06
DVE,LD_06_L,disable,enable,Not part of DRCD flow,LD_06_L: local poly density > LD_06_L
DVE,LD_06_S,disable,enable,Not part of DRCD flow,LD_06_S: local poly density > LD_06_S
DVE,LD_07,disable,disable,Not part of DRCD flow,LD_07: local TCN+GCN density < LD_07
DVE,LD_08,disable,enable,Not part of DRCD flow,LD_08: local TCN+GCN density > LD_08
DVE,LD_11,disable,disable,Not part of DRCD flow,LD_11: local ndiff density < LD_11
DVE,LD_12,disable,enable,Not part of DRCD flow,LD_12: local ndiff density > LD_12
DVE,LD_21,disable,disable,Not part of DRCD flow,LD_21: local metal1 density < LD_21
DVE,LD_22,disable,enable,Not part of DRCD flow,LD_22: local metal1 density > LD_22
DVE,LD_23,disable,disable,Not part of DRCD flow,LD_23: local metal2 density < LD_23
DVE,LD_24,disable,enable,Not part of DRCD flow,LD_24: local metal2 density > LD_24
DVE,LD_25,disable,disable,Not part of DRCD flow,LD_25: local metal3 density < LD_25
DVE,LD_26,disable,enable,Not part of DRCD flow,LD_26: local metal3 density > LD_26
DVE,LD_27,disable,disable,Not part of DRCD flow,LD_27: local metal4 density < LD_27
DVE,LD_28,disable,enable,Not part of DRCD flow,LD_28: local metal4 density > LD_28
DVE,LD_29,disable,disable,Not part of DRCD flow,LD_29: local metal5 density < LD_29
DVE,LD_30,disable,enable,Not part of DRCD flow,LD_30: local metal5 density > LD_30
DVE,LD_31,disable,disable,Not part of DRCD flow,LD_31: local metal6 density < LD_31
DVE,LD_32,disable,enable,Not part of DRCD flow,LD_32: local metal6 density > LD_32
DVE,LD_33,disable,disable,Not part of DRCD flow,LD_33: local metal7 density < LD_33
DVE,LD_34,disable,enable,Not part of DRCD flow,LD_34: local metal7 density > LD_34
DVE,LD_35,disable,disable,Not part of DRCD flow,LD_35: local metal8 density < LD_35
DVE,LD_36,disable,enable,Not part of DRCD flow,LD_36: local metal8 density > LD_36
DVE,LD_37,disable,disable,Not part of DRCD flow,LD_37: local metal9 density < LD_37
DVE,LD_38,disable,enable,Not part of DRCD flow,LD_38: local metal9 density > LD_38
DVE,LD_51,disable,disable,Not part of DRCD flow,LD_51: local via0 density < LD_51
DVE,LD_52,disable,disable,Not part of DRCD flow,LD_52: local via1 density < LD_52
DVE,LD_53,disable,disable,Not part of DRCD flow,LD_53: local via2 density < LD_53
DVE,LD_54,disable,disable,Not part of DRCD flow,LD_54: local via3 density < LD_54
DVE,LD_55,disable,disable,Not part of DRCD flow,LD_55: local via4 density < LD_55
DVE,LD_56,disable,disable,Not part of DRCD flow,LD_56: local via5 density < LD_56
DVE,LD_57,disable,disable,Not part of DRCD flow,LD_57: local via6 density < LD_57
DVE,LD_58,disable,disable,Not part of DRCD flow,LD_58: local via7 density < LD_58
DVE,LD_59,disable,disable,Not part of DRCD flow,LD_59: local via8 density < LD_59
DVE,M1_01,enable,enable,,M1_01: width metal line running PGD < M1_01
DVE,M1_03/M1_05,enable,enable,,M1_03/M1_05: Metal width running PGD > M1_03 or running OGD > M1_05
DVE,M1_04,enable,enable,,M1_04: width metal line running OGD < M1_04
DVE,M1_06/M1_02,enable,enable,,M1_06/M1_02: width metal line running PGD > M1_06 or < M1_02
DVE,M1_11/gt,disable,disable,,M1_11/gt: space bet. metal edges aligned OGD w/ at least 1 lt max width > M1_11
DVE,M1_11/lt,enable,enable,,M1_11/lt: space bet. metal edges aligned OGD w/ at least 1 lt max width < M1_11
DVE,M1_12/gt,disable,disable,,M1_12/gt: space bet. metal edges aligned PGD w/ at least 1 narrow width > M1_12
DVE,M1_12/lt,enable,enable,,M1_12/lt: space bet. metal edges aligned PGD w/ at least 1 narrow width < M1_12
DVE,M1_14,enable,enable,,M1_14: space bet. wide metal edges aligned PGD < M1_14
DVE,M1_15,disable,disable,,M1_15: space bet. wide metal edges aligned PGD > M1_15
DVE,M1_16,enable,enable,,M1_16: space bet. max width metal edges aligned OGD < M1_16
DVE,M1_17,disable,disable,,M1_17: space bet. max width metal edges aligned OGD > M1_17
DVE,M1_18,disable,disable,,M1_18: length of unfaced metal edge aligned PGD > M1_18
DVE,M1_21,enable,enable,,M1_21: min length of rect-only narrow metal lines running PGD = M1_21
DVE,M1_22/M1_23,enable,enable,,M1_22/M1_23: min lvl_other_metal1 length/extent = M1_22 OGD or M1_23 PGD
DVE,M1_24,enable,enable,,M1_24: min length of rect. only metal hole running PGD bounded by 1 narrow line = M1_24
DVE,M1_25,enable,enable,,M1_25: min length of rect. only metal hole running OGD = M1_25
DVE,M1_26,enable,enable,,M1_26: min length of other metal hole = M1_26
DVE,M1_31,enable,enable,,M1_31: min metal1 required jog segment length = M1_31
DVE,M1_32,enable,enable,,M1_32: min metal1 segm len when both adj at a corner containing via = M1_32
DVE,M1_33,enable,enable,,M1_33: min spacing between metal1 non-overlapping convex corners = M1_33
DVE,M1_34,enable,enable,,M1_34: min metal1_nbc internal corner-to-corner spacing = M1_34
DVE,M1_35,enable,enable,,M1_35: min metal1_nbc width bet. f. cc corner ext. (40nm) of opp. dir. = M1_35
DVE,M1_35,enable,enable,,M1_35: min metal1_bc width bet. f. cc corner ext. (40nm) of opp. dir. = M1_35
DVE,M1_36,enable,enable,,M1_36: min required width of notched metal1 line section = M1_36
DVE,M1_42/M1_41,enable,enable,,M1_42/M1_41: min svia0 enclosure by metal1 = M1_42 orthogonal M1_41
DVE,M1_44/M1_44,enable,enable,,M1_44/M1_44: min rvia0 enclosure by metal1 = M1_44 orthogonal M1_44
DVE,M2_01,enable,enable,,M2_01: width metal line running OGD < M2_01
DVE,M2_03/M2_05,enable,enable,,M2_03/M2_05: Metal width running OGD > M2_03 or running PGD > M2_05
DVE,M2_04,enable,enable,,M2_04: width metal line running PGD < M2_04
DVE,M2_06/M2_02,enable,enable,,M2_06/M2_02: width metal line running OGD > M2_06 or < M2_02
DVE,M2_11/gt,disable,disable,,M2_11/gt: space bet. metal edges aligned PGD w/ at least 1 lt max width > M2_11
DVE,M2_11/lt,enable,enable,,M2_11/lt: space bet. metal edges aligned PGD w/ at least 1 lt max width < M2_11
DVE,M2_12/gt,disable,disable,,M2_12/gt: space bet. metal edges aligned PGD w/ at least 1 narrow width > M2_12
DVE,M2_12/lt,enable,enable,,M2_12/lt: space bet. metal edges aligned OGD w/ at least 1 narrow width < M2_12
DVE,M2_14,enable,enable,,M2_14: space bet. wide metal edges aligned OGD < M2_14
DVE,M2_15,disable,disable,,M2_15: space bet. wide metal edges aligned OGD > M2_15
DVE,M2_16,enable,enable,,M2_16: space bet. max width metal edges aligned PGD < M2_16
DVE,M2_17,disable,disable,,M2_17: space bet. max width metal edges aligned PGD > M2_17
DVE,M2_18,disable,disable,,M2_18: length of unfaced metal edge aligned OGD > M2_18
DVE,M2_21,enable,enable,,M2_21: min length of rect-only narrow metal lines running OGD = M2_21
DVE,M2_23/M2_22,enable,enable,,M2_23/M2_22: min lvl_other_metal2 length/extent = M2_23 OGD or M2_22 PGD
DVE,M2_24,enable,enable,,M2_24: min length of rect. only metal hole running OGD bounded by 1 narrow line = M2_24
DVE,M2_25,enable,enable,,M2_25: min length of rect. only metal hole running PGD = M2_25
DVE,M2_26,enable,enable,,M2_26: min length of other metal hole = M2_26
DVE,M2_31,enable,enable,,M2_31: min metal2 required jog segment length = M2_31
DVE,M2_32,enable,enable,,M2_32: min metal2 segm len when both adj at a corner containing via = M2_32
DVE,M2_33,enable,enable,,M2_33: min spacing between metal2 non-overlapping convex corners = M2_33
DVE,M2_34,enable,enable,,M2_34: min metal2 internal corner-to-corner spacing = M2_34
DVE,M2_35,enable,enable,,M2_35: min metal2 width bet. f. cc corner ext. (40nm) of opp. dir. = M2_35
