Flow,Error Code,lor1,Comment,Description
DVE,IP_73,enable,,IP_73: max ratio of via3 area to pgate connected to a discharge device > IP_73
DVE,IP_74,enable,,IP_74: max ratio of via4 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_74
DVE,IP_74,enable,,IP_74: max ratio of via4 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_74
DVE,IP_75,enable,,IP_75: max ratio of via5 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_75
DVE,IP_75,enable,,IP_75: max ratio of via5 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_75
DVE,IP_76,enable,,IP_76: max ratio of via6 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_76
DVE,IP_76,enable,,IP_76: max ratio of via6 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_76
DVE,IP_77,enable,,IP_77: max ratio of via7 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_77
DVE,IP_77,enable,,IP_77: max ratio of via7 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_77
DVE,IP_78,enable,,IP_78: max ratio of via8 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_78
DVE,IP_78,enable,,IP_78: max ratio of via8 area to pgate connected to a discharge device on a non vcc*/vss* node > IP_78
DVE,IP_79,enable,,IP_79: max ratio of metal9 area to ngate+pgate not connected to a discharge device > IP_79
DVE,IP_81,enable,,IP_81: max ratio of via4 area to ngate connected to a discharge device on a vcc*/vss* node > IP_81
DVE,IP_82,enable,,IP_82: max ratio of via5 area to ngate connected to a discharge device on a vcc*/vss* node > IP_82
DVE,IP_83,enable,,IP_83: max ratio of via6 area to ngate connected to a discharge device on a vcc*/vss* node > IP_83
DVE,IP_84,enable,,IP_84: max ratio of via7 area to ngate connected to a discharge device on a vcc*/vss* node > IP_84
DVE,IP_85,enable,,IP_85: max ratio of via8 area to ngate connected to a discharge device on a vcc*/vss* node > IP_85
DVE,IP_86,enable,,IP_86: max ratio of via4 area to pgate connected to a discharge device on a vcc*/vss* node > IP_86
DVE,IP_86,enable,,IP_86: max ratio of via4 area to pgate connected to a discharge device on a vcc*/vss* node > IP_86
DVE,IP_87,enable,,IP_87: max ratio of via5 area to pgate connected to a discharge device on a vcc*/vss* node > IP_87
DVE,IP_87,enable,,IP_87: max ratio of via5 area to pgate connected to a discharge device on a vcc*/vss* node > IP_87
DVE,IP_88,enable,,IP_88: max ratio of via6 area to pgate connected to a discharge device on a vcc*/vss* node > IP_88
DVE,IP_88,enable,,IP_88: max ratio of via6 area to pgate connected to a discharge device on a vcc*/vss* node > IP_88
DVE,IP_89,enable,,IP_89: max ratio of via7 area to pgate connected to a discharge device on a vcc*/vss* node > IP_89
DVE,IP_89,enable,,IP_89: max ratio of via7 area to pgate connected to a discharge device on a vcc*/vss* node > IP_89
DVE,IP_90,enable,,IP_90: max ratio of via8 area to pgate connected to a discharge device on a vcc*/vss* node > IP_90
DVE,IP_90,enable,,IP_90: max ratio of via8 area to pgate connected to a discharge device on a vcc*/vss* node > IP_90
DVE,IP_91,enable,,IP_91: limit ratio of (metal1 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal2 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal3 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal4 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal5 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal6 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal7 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal8 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (metal9 area)/ze > IP_91 on non-grounded source drain
DVE,IP_91,enable,,IP_91: limit ratio of (tcn+gcn area)/ze > IP_91 on non-grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal1 area)/ze > IP_95 with metal1 to ngate area > IP_11/IP_31 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal2 area)/ze > IP_95 with metal2 to ngate area > IP_12/IP_32 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal3 area)/ze > IP_95 with metal3 to ngate area > IP_13/IP_33 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal4 area)/ze > IP_95 with metal4 to ngate area > IP_14/IP_34 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal5 area)/ze > IP_95 with metal5 to ngate area > IP_15/IP_35 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal6 area)/ze > IP_95 with metal6 to ngate area > IP_16/IP_36 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal7 area)/ze > IP_95 with metal7 to ngate area > IP_17/IP_37 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal8 area)/ze > IP_95 with metal8 to ngate area > IP_18/IP_38 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (metal9 area)/ze > IP_95 with metal9 to ngate area > IP_19/IP_39 on grounded source drain
DVE,IP_95,enable,,IP_95: limit ratio of (tcn+gcn area)/ze > IP_95 with tcn+gcn to ngate area > IP_80/IP_30 on grounded source drain
DVE,J_01,enable,,J_01: mnsd width < J_01
DVE,J_02,enable,,J_02: mnsd space < J_02
DVE,J_03,enable,,J_03: nactive space to mnsd < J_03
DVE,J_04,enable,,J_04: n-tip block space to ntap < J_04
DVE,J_05,enable,,J_05: mnsd enclosure of pactive < J_05
DVE,J_06,enable,,J_06: mnsd enclosure of ptap < J_06
DVE,J_08,enable,,J_08: mnsd area < J_08
DVE,J_09,enable,,J_09: min allowed drawn mnsd hole area < J_09
DVE,J_10,enable,,J_10: nwell encl n-tip block < J_10
DVE,J_11,enable,,J_11: n-tip block space to active ndiff edge < J_11
DVE,J_12,enable,,J_12: n-tip block enclosure of active pdiff edge < J_12
DVE,J_13,enable,,J_13: min mnsd seg. len. when adj at corner = J_13
DVE,J_14,enable,,J_14: min mnsd convex corner encl of active p+ diff corner = J_14
DVE,J_15,enable,,J_15: min mnsd concave corner space to active n+ diff corner = J_15
DVE,K_10,enable,,K_10: nwell space p-tip block < K_10
DVE,K_11,enable,,K_11: p-tip block space to active pdiff edge < K_11
DVE,K_12,enable,,K_12: p-tip block enclosure of active ndiff edge < K_12
DVE,K_13,enable,,K_13: min mpsd seg. len. when adj at corner = K_13
DVE,K_14,enable,,K_14: min mpsd convex corner encl of active n+ diff corner = K_14
DVE,K_15,enable,,K_15: min mpsd concave corner space to active p+ diff corner = K_15
DVE,LD_01,disable,Min density rule,LD_01: local pdiff density < LD_01
DVE,LD_02,enable,,LD_02: local pdiff density > LD_02
DVE,LD_03,disable,Min density rule,LD_03: local diff density < LD_03
DVE,LD_04,enable,,LD_04: local diff density > LD_04
DVE,LD_05,disable,Min density rule,LD_05: local poly density < LD_05
DVE,LD_05_L,disable,Min density rule,LD_05_L: local poly density < LD_05_L
DVE,LD_05_S,disable,Min density rule,LD_05_S: local poly density < LD_05_S
DVE,LD_06,enable,,LD_06: local poly density > LD_06
DVE,LD_06_L,enable,,LD_06_L: local poly density > LD_06_L
DVE,LD_06_S,enable,,LD_06_S: local poly density > LD_06_S
DVE,LD_07,disable,Min density rule,LD_07: local TCN+GCN density < LD_07
DVE,LD_08,enable,,LD_08: local TCN+GCN density > LD_08
DVE,LD_11,disable,Min density rule,LD_11: local ndiff density < LD_11
DVE,LD_12,enable,,LD_12: local ndiff density > LD_12
DVE,LD_21,disable,Min density rule,LD_21: local metal1 density < LD_21
DVE,LD_22,enable,,LD_22: local metal1 density > LD_22
DVE,LD_23,disable,Min density rule,LD_23: local metal2 density < LD_23
DVE,LD_24,enable,,LD_24: local metal2 density > LD_24
DVE,LD_25,disable,Min density rule,LD_25: local metal3 density < LD_25
DVE,LD_26,enable,,LD_26: local metal3 density > LD_26
DVE,LD_27,disable,Min density rule,LD_27: local metal4 density < LD_27
DVE,LD_28,enable,,LD_28: local metal4 density > LD_28
DVE,LD_29,disable,Min density rule,LD_29: local metal5 density < LD_29
DVE,LD_30,enable,,LD_30: local metal5 density > LD_30
DVE,LD_31,disable,Min density rule,LD_31: local metal6 density < LD_31
DVE,LD_32,enable,,LD_32: local metal6 density > LD_32
DVE,LD_33,disable,Min density rule,LD_33: local metal7 density < LD_33
DVE,LD_34,enable,,LD_34: local metal7 density > LD_34
DVE,LD_35,disable,Min density rule,LD_35: local metal8 density < LD_35
DVE,LD_36,enable,,LD_36: local metal8 density > LD_36
DVE,LD_37,disable,Min density rule,LD_37: local metal9 density < LD_37
DVE,LD_38,enable,,LD_38: local metal9 density > LD_38
DVE,LD_51,disable,Min density rule,LD_51: local via0 density < LD_51
DVE,LD_52,disable,Min density rule,LD_52: local via1 density < LD_52
DVE,LD_53,disable,Min density rule,LD_53: local via2 density < LD_53
DVE,LD_54,disable,Min density rule,LD_54: local via3 density < LD_54
DVE,LD_55,disable,Min density rule,LD_55: local via4 density < LD_55
DVE,LD_56,disable,Min density rule,LD_56: local via5 density < LD_56
DVE,LD_57,disable,Min density rule,LD_57: local via6 density < LD_57
DVE,LD_58,disable,Min density rule,LD_58: local via7 density < LD_58
DVE,LD_59,disable,Min density rule,LD_59: local via8 density < LD_59
DVE,M1_01,enable,,M1_01: width metal line running PGD < M1_01
DVE,M1_03/M1_05,enable,,M1_03/M1_05: Metal width running PGD > M1_03 or running OGD > M1_05
DVE,M1_04,enable,,M1_04: width metal line running OGD < M1_04
DVE,M1_06/M1_02,enable,,M1_06/M1_02: width metal line running PGD > M1_06 or < M1_02
DVE,M1_11/gt,disable,Fill related error; focus should be on fillable,M1_11/gt: space bet. metal edges aligned OGD w/ at least 1 lt max width > M1_11
DVE,M1_11/lt,enable,,M1_11/lt: space bet. metal edges aligned OGD w/ at least 1 lt max width < M1_11
DVE,M1_12/gt,disable,Fill related error; focus should be on fillable,M1_12/gt: space bet. metal edges aligned PGD w/ at least 1 narrow width > M1_12
DVE,M1_12/lt,enable,,M1_12/lt: space bet. metal edges aligned PGD w/ at least 1 narrow width < M1_12
DVE,M1_14,enable,,M1_14: space bet. wide metal edges aligned PGD < M1_14
DVE,M1_15,disable,Fill related error; focus should be on fillable,M1_15: space bet. wide metal edges aligned PGD > M1_15
DVE,M1_16,enable,,M1_16: space bet. max width metal edges aligned OGD < M1_16
DVE,M1_17,disable,Fill related error; focus should be on fillable,M1_17: space bet. max width metal edges aligned OGD > M1_17
DVE,M1_18,disable,Fill related error; focus should be on fillable,M1_18: length of unfaced metal edge aligned PGD > M1_18
DVE,M1_21,enable,,M1_21: min length of rect-only narrow metal lines running PGD = M1_21
DVE,M1_22/M1_23,enable,,M1_22/M1_23: min lvl_other_metal1 length/extent = M1_22 OGD or M1_23 PGD
DVE,M1_24,enable,,M1_24: min length of rect. only metal hole running PGD bounded by 1 narrow line = M1_24
DVE,M1_25,enable,,M1_25: min length of rect. only metal hole running OGD = M1_25
DVE,M1_26,enable,,M1_26: min length of other metal hole = M1_26
DVE,M1_31,enable,,M1_31: min metal1 required jog segment length = M1_31
DVE,M1_32,enable,,M1_32: min metal1 segm len when both adj at a corner containing via = M1_32
DVE,M1_33,enable,,M1_33: min spacing between metal1 non-overlapping convex corners = M1_33
DVE,M1_34,enable,,M1_34: min metal1_nbc internal corner-to-corner spacing = M1_34
DVE,M1_35,enable,,M1_35: min metal1_nbc width bet. f. cc corner ext. (40nm) of opp. dir. = M1_35
DVE,M1_35,enable,,M1_35: min metal1_bc width bet. f. cc corner ext. (40nm) of opp. dir. = M1_35
DVE,M1_36,enable,,M1_36: min required width of notched metal1 line section = M1_36
DVE,M1_42/M1_41,enable,,M1_42/M1_41: min svia0 enclosure by metal1 = M1_42 orthogonal M1_41
DVE,M1_44/M1_44,enable,,M1_44/M1_44: min rvia0 enclosure by metal1 = M1_44 orthogonal M1_44
DVE,M2_01,enable,,M2_01: width metal line running OGD < M2_01
DVE,M2_03/M2_05,enable,,M2_03/M2_05: Metal width running OGD > M2_03 or running PGD > M2_05
DVE,M2_04,enable,,M2_04: width metal line running PGD < M2_04
DVE,M2_06/M2_02,enable,,M2_06/M2_02: width metal line running OGD > M2_06 or < M2_02
DVE,M2_11/gt,disable,Fill related error; focus should be on fillable,M2_11/gt: space bet. metal edges aligned PGD w/ at least 1 lt max width > M2_11
DVE,M2_11/lt,enable,,M2_11/lt: space bet. metal edges aligned PGD w/ at least 1 lt max width < M2_11
DVE,M2_12/gt,disable,Fill related error; focus should be on fillable,M2_12/gt: space bet. metal edges aligned PGD w/ at least 1 narrow width > M2_12
DVE,M2_12/lt,enable,,M2_12/lt: space bet. metal edges aligned OGD w/ at least 1 narrow width < M2_12
DVE,M2_14,enable,,M2_14: space bet. wide metal edges aligned OGD < M2_14
DVE,M2_15,disable,Fill related error; focus should be on fillable,M2_15: space bet. wide metal edges aligned OGD > M2_15
DVE,M2_16,enable,,M2_16: space bet. max width metal edges aligned PGD < M2_16
DVE,M2_17,disable,Fill related error; focus should be on fillable,M2_17: space bet. max width metal edges aligned PGD > M2_17
DVE,M2_18,disable,Fill related error; focus should be on fillable,M2_18: length of unfaced metal edge aligned OGD > M2_18
DVE,M2_21,enable,,M2_21: min length of rect-only narrow metal lines running OGD = M2_21
DVE,M2_23/M2_22,enable,,M2_23/M2_22: min lvl_other_metal2 length/extent = M2_23 OGD or M2_22 PGD
DVE,M2_24,enable,,M2_24: min length of rect. only metal hole running OGD bounded by 1 narrow line = M2_24
DVE,M2_25,enable,,M2_25: min length of rect. only metal hole running PGD = M2_25
DVE,M2_26,enable,,M2_26: min length of other metal hole = M2_26
DVE,M2_31,enable,,M2_31: min metal2 required jog segment length = M2_31
DVE,M2_32,enable,,M2_32: min metal2 segm len when both adj at a corner containing via = M2_32
DVE,M2_33,enable,,M2_33: min spacing between metal2 non-overlapping convex corners = M2_33
DVE,M2_34,enable,,M2_34: min metal2 internal corner-to-corner spacing = M2_34
DVE,M2_35,enable,,M2_35: min metal2 width bet. f. cc corner ext. (40nm) of opp. dir. = M2_35
DVE,M2_36,enable,,M2_36: min required width of notched metal2 line section = M2_36
DVE,M2_42/M2_41,enable,,M2_42/M2_41: min svia1 enclosure by metal2 = M2_42 orthogonal M2_41
DVE,M2_44/M2_44,enable,,M2_44/M2_44: min rvia1 enclosure by metal2 = M2_44 orthogonal M2_44
DVE,M3_01,enable,,M3_01: width metal line running PGD < M3_01
DVE,M3_03/M3_05,enable,,M3_03/M3_05: Metal width running PGD > M3_03 or running OGD > M3_05
DVE,M3_04,enable,,M3_04: width metal line running OGD < M3_04
DVE,M3_06/M3_02,enable,,M3_06/M3_02: width metal line running PGD > M3_06 or < M3_02
DVE,M3_11/gt,disable,Fill related error; focus should be on fillable,M3_11/gt: space bet. metal edges aligned OGD w/ at least 1 lt max width > M3_11
DVE,M3_11/lt,enable,,M3_11/lt: space bet. metal edges aligned OGD w/ at least 1 lt max width < M3_11
DVE,M3_12/gt,disable,Fill related error; focus should be on fillable,M3_12/gt: space bet. metal edges aligned PGD w/ at least 1 narrow width > M3_12
DVE,M3_12/lt,enable,,M3_12/lt: space bet. metal edges aligned PGD w/ at least 1 narrow width < M3_12
DVE,M3_14,enable,,M3_14: space bet. wide metal edges aligned PGD < M3_14
DVE,M3_15,disable,Fill related error; focus should be on fillable,M3_15: space bet. wide metal edges aligned PGD > M3_15
DVE,M3_16,enable,,M3_16: space bet. max width metal edges aligned OGD < M3_16
DVE,M3_17,disable,Fill related error; focus should be on fillable,M3_17: space bet. max width metal edges aligned OGD > M3_17
DVE,M3_18,disable,Fill related error; focus should be on fillable,M3_18: length of unfaced metal edge aligned PGD > M3_18
DVE,M3_21,enable,,M3_21: min length of rect-only narrow metal lines running PGD = M3_21
DVE,M3_22/M3_23,enable,,M3_22/M3_23: min lvl_other_metal3 length/extent = M3_22 OGD or M3_23 PGD
DVE,M3_24,enable,,M3_24: min length of rect. only metal hole running PGD bounded by 1 narrow line = M3_24
DVE,M3_25,enable,,M3_25: min length of rect. only metal hole running OGD = M3_25
DVE,M3_26,enable,,M3_26: min length of other metal hole = M3_26
DVE,M3_31,enable,,M3_31: min metal3 required jog segment length = M3_31
DVE,M3_32,enable,,M3_32: min metal3 segm len when both adj at a corner containing via = M3_32
DVE,M3_33,enable,,M3_33: min spacing between metal3 non-overlapping convex corners = M3_33
DVE,M3_34,enable,,M3_34: min metal3 internal corner-to-corner spacing = M3_34
DVE,M3_35,enable,,M3_35: min metal3 width bet. f. cc corner ext. (40nm) of opp. dir. = M3_35
DVE,M3_36,enable,,M3_36: min required width of notched metal3 line section = M3_36
DVE,M3_42/M3_41,enable,,M3_42/M3_41: min svia2 enclosure by metal3 = M3_42 orthogonal M3_41
DVE,M3_44/M3_44,enable,,M3_44/M3_44: min rvia2 enclosure by metal3 = M3_44 orthogonal M3_44
DVE,M4_01,enable,,M4_01: min metal4 width = M4_01
DVE,M4_02,enable,,M4_02: min metal4 space = M4_02
DVE,M4_21,enable,,M4_21: max metal4 width = M4_21
DVE,M4_22,enable,,M4_22: min metal4 hole area [sq um] = M4_22
DVE,M4_23,enable,,M4_23: min metal4 seg. len. when adj at corner = M4_23
DVE,M4_24,enable,,M4_24: min lvl_metal4 length/extent = M4_24
DVE,M4_41/M4_43,enable,,M4_41/M4_43: min svia3 enclosure by metal4 = M4_41 orthogonal M4_43
DVE,M4_51/M4_52,enable,,M4_51/M4_52: min rvia3 enclosure by metal4 = M4_51 orthogonal M4_52
DVE,M4_61,enable,,M4_61: min metal4 eol width at the eon segm when facing 0.125 = M4_61
DVE,M5_01,enable,,M5_01: min metal5 width = M5_01
DVE,M5_02,enable,,M5_02: min metal5 space = M5_02
DVE,M5_21,enable,,M5_21: max metal5 width = M5_21
DVE,M5_22,enable,,M5_22: min metal5 hole area [sq um] = M5_22
DVE,M5_23,enable,,M5_23: min metal5 seg. len. when adj at corner = M5_23
DVE,M5_24,enable,,M5_24: min lvl_metal5 length/extent = M5_24
DVE,M5_41/M5_43,enable,,M5_41/M5_43: min svia4 enclosure by metal5 = M5_41 orthogonal M5_43
DVE,M5_51/M5_52,enable,,M5_51/M5_52: min rvia4 enclosure by metal5 = M5_51 orthogonal M5_52
DVE,M5_61,enable,,M5_61: min metal5 eol width at the eon segm when facing 0.150 = M5_61
DVE,M6_01,enable,,M6_01: min metal6 width = M6_01
DVE,M6_02,enable,,M6_02: min metal6 space = M6_02
DVE,M6_21,enable,,M6_21: max metal6 width = M6_21
DVE,M6_22,enable,,M6_22: min metal6 hole area [sq um] = M6_22
DVE,M6_23,enable,,M6_23: min metal6 seg. len. when adj at corner = M6_23
DVE,M6_24,enable,,M6_24: min lvl_metal6 length/extent = M6_24
DVE,M6_41/M6_43,enable,,M6_41/M6_43: min svia5 enclosure by metal6 = M6_41 orthogonal M6_43
DVE,M6_51/M6_52,enable,,M6_51/M6_52: min rvia5 enclosure by metal6 = M6_51 orthogonal M6_52
DVE,M7_01,enable,,M7_01: min metal7 width = M7_01
DVE,M7_02,enable,,M7_02: min metal7 space = M7_02
DVE,M7_21,enable,,M7_21: max metal7 width = M7_21
DVE,M7_22,enable,,M7_22: min metal7 hole area [sq um] = M7_22
DVE,M7_23,enable,,M7_23: min metal7 seg. len. when adj at corner = M7_23
DVE,M7_24,enable,,M7_24: min lvl_metal7 length/extent = M7_24
DVE,M7_41/M7_43,enable,,M7_41/M7_43: min svia6 enclosure by metal7 = M7_41 orthogonal M7_43
DVE,M7_51/M7_52,enable,,M7_51/M7_52: min rvia6 enclosure by metal7 = M7_51 orthogonal M7_52
DVE,M8_01,enable,,M8_01: min metal8 width = M8_01
DVE,M8_02,enable,,M8_02: min metal8 space = M8_02
DVE,M8_21,enable,,M8_21: max metal8 width = M8_21
DVE,M8_22,enable,,M8_22: min metal8 hole area [sq um] = M8_22
DVE,M8_23,enable,,M8_23: min metal8 seg. len. when adj at corner = M8_23
DVE,M8_24,enable,,M8_24: min lvl_metal8 length/extent = M8_24
DVE,M8_41/M8_43,enable,,M8_41/M8_43: min svia7 enclosure by metal8 = M8_41 orthogonal M8_43
DVE,M8_51/M8_52,enable,,M8_51/M8_52: min rvia7 enclosure by metal8 = M8_51 orthogonal M8_52
DVE,M9_01,enable,,M9_01: min reg_metal9 width = M9_01
DVE,M9_02,enable,,M9_02: min metal9 space = M9_02
DVE,M9_03,enable,,M9_03: max metal9 space = M9_03
DVE,M9_12/M9_13/M9_14,enable,,M9_12/M9_13/M9_14: Hien says this is a very bad via9
DVE,M9_21,enable,,M9_21: max metal9 width = M9_21
DVE,M9_22,enable,,M9_22: min metal9 hole area [sq um] = M9_22
DVE,M9_23,enable,,M9_23: min metal9 seg. len. when adj at corner = M9_23
DVE,M9_25,enable,,M9_25: min metal9 area [sq um] = M9_25
DVE,M9_51/M9_52,enable,,M9_51/M9_52: min rvia8 enclosure by metal9 = M9_51 orthogonal M9_52
DVE,met1frame,enable,,met1frame: layer met1frame not allowed in design data
DVE,met2frame,enable,,met2frame: layer met2frame not allowed in design data
DVE,met3frame,enable,,met3frame: layer met3frame not allowed in design data
DVE,met4frame,enable,,met4frame: layer met4frame not allowed in design data
DVE,met5frame,enable,,met5frame: layer met5frame not allowed in design data
DVE,met6frame,enable,,met6frame: layer met6frame not allowed in design data
DVE,met7frame,enable,,met7frame: layer met7frame not allowed in design data
DVE,met8frame,enable,,met8frame: layer met8frame not allowed in design data
DVE,met9frame,enable,,met9frame: layer met9frame not allowed in design data
DVE,metal1dnp,enable,,metal1dnp: layer metal1dnp not allowed in design data
DVE,metal2dnp,enable,,metal2dnp: layer metal2dnp not allowed in design data
DVE,metal3dnp,enable,,metal3dnp: layer metal3dnp not allowed in design data
DVE,metal4dnp,enable,,metal4dnp: layer metal4dnp not allowed in design data
DVE,metal5dnp,enable,,metal5dnp: layer metal5dnp not allowed in design data
DVE,metal6dnp,enable,,metal6dnp: layer metal6dnp not allowed in design data
DVE,metal7dnp,enable,,metal7dnp: layer metal7dnp not allowed in design data
DVE,metal8dnp,enable,,metal8dnp: layer metal8dnp not allowed in design data
DVE,metal9dnp,enable,,metal9dnp: layer metal9dnp not allowed in design data
DVE,nblockframe,enable,,nblockframe: layer nblockframe not allowed in design data
DVE,ndiffdnp,enable,,ndiffdnp: layer ndiffdnp not allowed in design data
DVE,noprot,enable,,noprot: layer noprot not allowed in design data
DVE,NW_01,enable,,"NW_01: min NWL space to N+ active diff, gate-dir = NW_01"
DVE,NW_02,enable,,"NW_02: min NWL space to N+ active diff, non-gate-dir = NW_02"
DVE,NW_03,enable,,"NW_03: min NWL enclosure of P+ active diff, gate-dir = NW_03"
DVE,NW_04,enable,,"NW_04: min NWL enclosure of P+ active diff, non-gate-dir = NW_04"
DVE,NW_05,enable,,"NW_05: min NWL enclosure of Ntap diff (well tap), gate-dir = NW_05"
DVE,NW_06,enable,,"NW_06: min NWL enclosure of Ntap diff (well tap), non-gate-dir = NW_06"
DVE,NW_07,enable,,"NW_07: min NWL space to Ptap diff (sub tap), gate-dir = NW_07"
DVE,NW_08,enable,,"NW_08: min NWL space to Ptap diff (sub tap), non-gate-dir = NW_08"
DVE,NW_11,enable,,"NW_11: min NWL width, gate-dir = NW_11"
DVE,NW_12,enable,,"NW_12: min NWL width, non-gate-dir = NW_12"
DVE,NW_13,enable,,"NW_13: min NWL space (isolated or to self), gate-dir = NW_13"
DVE,NW_14,enable,,"NW_14: min NWL space (isolated or to self), non-gate-dir = NW_14"
DVE,NW_15,enable,,NW_15: min NWL corner-to-corner width = NW_15
DVE,NW_16,enable,,NW_16: min NWL corner-to-corner space (isolated or to self) = NW_16
DVE,NW_17,enable,,NW_17: min required NWL area (sq um) = NW_17
DVE,NW_18,enable,,NW_18: min required NWL hole area (sq um) = NW_18
DVE,NW_21,enable,,NW_21: min NWL space to N+ active diff in I/Os = NW_21
DVE,NW_22,enable,,NW_22: min NWL enclosure of P+ active diff in I/Os = NW_22
DVE,NW_23,enable,,NW_23: min NWL convex corner enclosure of P+ diff corner = NW_23
DVE,NW_24,enable,,NW_24: min NWL concave corner space to N+ diff corner = NW_24
DVE,NW_25/NW_26,enable,,NW_25/NW_26: min NWL x- or y-dir enc/spc to n+/p+ taps near short NWL jog <= 0.23 = NW_25 / NW_26
DVE,NW_27,enable,,NW_27: min tap dist. to NWL edge when facing opp-type spaced at < 0.38um from NWL edge = NW_27
DVE,NW_28,enable,,NW_28: max dist from P+ active w/ gate in well to a well tap = NW_28
DVE,NW_29,enable,,NW_29: max dist from N+ active w/ gate to sub tap = NW_29
DVE,NW_31,enable,,NW_31: min NWL seg. len. when both adj. at corner = NW_31
DVE,NW_32,enable,,NW_32: max allowed open/unfilled NWL area of >= 7um width (sq um) = NW_32
DVE,nwelldnp,enable,,nwelldnp: layer nwelldnp not allowed in design data
DVE,nwellesddnp,enable,,nwellesddnp: layer nwellesddnp not allowed in design data
DVE,nwellframe,enable,,nwellframe: layer nwellframe not allowed in design data
DVE,padframe,enable,,padframe: layer padframe not allowed in design data
DVE,PC_00,enable,,PC_00: only rectangular polycon shapes are allowed
DVE,PC_01,enable,,PC_01: only polycon width = PC_01
DVE,PC_02,enable,,PC_02: min polycon length = PC_02
DVE,PC_03,enable,,PC_03: min polycon side-to-side space = PC_03
DVE,PC_04,enable,,PC_04: min polycon end-to-end space = PC_04
DVE,PC_05,enable,,PC_05: min polycon corner-to-corner space = PC_05
DVE,PC_11,enable,,PC_11: min polycon_D_nbc side enclosure by poly_nbc end = PC_11
DVE,PC_12,enable,,PC_12: min polycon side space to poly end = PC_12
DVE,PC_13,enable,,PC_13: min polycon_D_nbc end extent beyond poly_nbc side = PC_13
DVE,PC_14,enable,,PC_14: min polycon end space to poly side = PC_14
DVE,PC_15,enable,,PC_15: min polycon side space to gated diffusion edge = PC_15
DVE,PC_16,enable,,PC_16: min polycon end space to diffusion = PC_16
DVE,PC_21,enable,,PC_21: min polycon side space to diffcon end = PC_21
DVE,PC_22,enable,,"PC_22: min polycon overlap of diffcon, gate-direction = PC_22"
DVE,PC_23,enable,,"PC_23: min polycon overlap of diffcon, non-gate-direction = PC_23"
DVE,pdiffdnp,enable,,pdiffdnp: layer pdiffdnp not allowed in design data
DVE,pinch,enable,,pinch: pinched nwell resistor has no model in process file
DVE,PL_00,enable,,PL_00: only rectangular poly shapes are allowed
DVE,PL_01,enable,,PL_01: only poly width = PL_01
DVE,PL_02,enable,,PL_02: only poly pitch = PL_02
DVE,PL_03,enable,,PL_03: min poly length = PL_03
DVE,PL_04,enable,,PL_04: poly end-to-end < PL_04
DVE,PL_04/PL_05,disable,Fill related error; focus should be on fillable,PL_04/PL_05: poly end-to end > PL_04 and < PL_05
DVE,PL_06,disable,Fill related error; focus should be on fillable,PL_06: poly end-to-end > PL_06
DVE,PL_11,enable,,PL_11: min poly endcap = PL_11
DVE,PL_12/AN_12,enable,,PL_12/AN_12: All gate areas + endcaps require full poly shielding
DVE,PL_12/BC_22,enable,,PL_12/BC_22: All gate areas + endcaps require full poly shielding
DVE,PL_12/PL_13,disable,Fill related error; focus should be on fillable,PL_12/PL_13: All gate areas + endcaps require full poly shielding
DVE,PL_14/AN_13,enable,,PL_14/AN_13: All tap + AN_13 extension require full poly shielding
DVE,PL_14/BC_26,enable,,PL_14/BC_26: All tap require full poly shielding
DVE,PL_14/PL_15,enable,,PL_14/PL_15: All tap require full poly shielding
DVE,PL_16,disable,Fill related error; focus should be on fillable,PL_16: min required offset bet adj non-aligned poly eol having same eol dir = PL_16
